Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Shai Gilgeous-Alexander\gilgesh01,26,OKC,PG,76,76,2598,860,1656,0.519,163,435,0.375,697,1221,0.571,0.569,601,669,0.898,67,312,379,486,131,77,183,164,2484
2,Anthony Edwards\edwaran01,23,MIN,SG,79,79,2871,721,1612,0.447,320,811,0.395,401,801,0.501,0.547,415,496,0.837,61,389,450,359,91,51,249,150,2177
3,Nikola Jokić\jokicni01,29,DEN,C,70,70,2571,786,1364,0.576,138,331,0.417,648,1033,0.627,0.627,361,451,0.8,200,692,892,716,127,45,230,160,2071
4,Giannis Antetokounmpo\antetgi01,30,MIL,PF,67,67,2289,793,1319,0.601,14,63,0.222,779,1256,0.62,0.607,436,707,0.617,147,651,798,433,58,78,206,155,2036
5,Jayson Tatum\tatumja01,26,BOS,PF,72,72,2624,662,1465,0.452,250,728,0.343,412,737,0.559,0.537,358,440,0.814,48,575,623,431,76,38,209,157,1932
6,Devin Booker\bookede01,28,PHO,SG,75,75,2795,654,1420,0.461,183,551,0.332,471,869,0.542,0.525,432,483,0.894,76,229,305,529,67,16,220,198,1923
7,Trae Young\youngtr01,26,ATL,PG,76,76,2739,566,1376,0.411,218,642,0.34,348,734,0.474,0.491,491,561,0.875,36,200,236,880,91,12,355,145,1841
8,Tyler Herro\herroty01,25,MIA,SG,77,77,2725,651,1378,0.472,251,670,0.375,400,708,0.565,0.563,287,327,0.878,35,364,399,424,69,17,198,85,1840
9,Cade Cunningham\cunnica01,23,DET,PG,70,70,2452,684,1457,0.469,149,418,0.356,535,1039,0.515,0.521,313,370,0.846,56,369,425,638,71,53,309,195,1830
10,James Harden\hardeja01,35,LAC,PG,79,79,2789,531,1295,0.41,235,668,0.352,296,627,0.472,0.501,505,578,0.874,55,401,456,687,118,55,341,162,1802
11,Karl-Anthony Towns\townska01,29,NYK,C,72,72,2517,639,1215,0.526,142,338,0.42,497,877,0.567,0.584,339,409,0.829,212,708,920,222,71,50,192,249,1759
12,Zach LaVine\lavinza01,29,2TM,SF,74,74,2602,625,1223,0.511,239,536,0.446,386,687,0.562,0.609,235,285,0.825,22,293,315,310,58,12,208,121,1724
12,Zach LaVine\lavinza01,29,CHI,SF,42,42,1432,363,710,0.511,136,305,0.446,227,405,0.56,0.607,145,182,0.797,12,190,202,189,39,10,121,64,1007
12,Zach LaVine\lavinza01,29,SAC,SG,32,32,1170,262,513,0.511,103,231,0.446,159,282,0.564,0.611,90,103,0.874,10,103,113,121,19,2,87,57,717
13,Jalen Green\greenja05,22,HOU,SG,82,82,2697,608,1437,0.423,234,661,0.354,374,776,0.482,0.505,273,336,0.813,45,332,377,282,71,27,203,127,1723
14,Stephen Curry\curryst01,36,GSW,PG,70,70,2252,564,1258,0.448,311,784,0.397,253,474,0.534,0.572,279,299,0.933,40,270,310,421,80,30,200,95,1718
15,DeMar DeRozan\derozde01,35,SAC,SF,77,77,2768,624,1308,0.477,84,256,0.328,540,1052,0.513,0.509,378,441,0.857,50,248,298,342,62,32,105,150,1710
16,LeBron James\jamesle01,40,LAL,SF,70,70,2444,651,1270,0.513,149,396,0.376,502,874,0.574,0.571,259,331,0.782,72,474,546,575,70,39,260,99,1710
17,Donovan Mitchell\mitchdo01,28,CLE,SG,71,71,2232,585,1320,0.443,233,633,0.368,352,687,0.512,0.531,298,362,0.823,57,265,322,354,95,17,149,140,1701
18,Jalen Brunson\brunsja01,28,NYK,PG,65,65,2301,585,1200,0.488,152,397,0.383,433,803,0.539,0.551,368,448,0.821,27,160,187,475,60,8,164,138,1690
19,Kevin Durant\duranke01,36,PHO,PF,62,62,2265,592,1124,0.527,160,372,0.43,432,752,0.574,0.598,303,361,0.839,23,351,374,263,50,77,190,104,1647
20,Jaren Jackson Jr.\jacksja02,25,MEM,C,74,74,2207,592,1213,0.488,146,389,0.375,446,824,0.541,0.548,311,398,0.781,91,326,417,148,92,113,153,257,1641
21,Pascal Siakam\siakapa01,30,IND,PF,78,78,2548,613,1182,0.519,126,324,0.389,487,858,0.568,0.572,226,308,0.734,133,407,540,263,70,42,109,189,1578
22,Darius Garland\garlada01,25,CLE,PG,75,75,2301,554,1174,0.472,212,529,0.401,342,645,0.53,0.562,224,255,0.878,47,167,214,506,91,11,189,143,1544
23,Coby White\whiteco01,24,CHI,SG,74,73,2450,508,1121,0.453,216,584,0.37,292,537,0.544,0.55,277,307,0.902,25,248,273,330,69,16,177,154,1509
24,Jalen Williams\willija06,23,OKC,SG,69,69,2237,565,1168,0.484,124,340,0.365,441,828,0.533,0.537,236,299,0.789,59,310,369,354,111,46,150,158,1490
25,Austin Reaves\reaveau01,26,LAL,SG,73,73,2550,477,1037,0.46,200,531,0.377,277,506,0.547,0.556,321,366,0.877,61,268,329,421,81,22,177,151,1475
26,De'Aaron Fox\foxde01,27,2TM,PG,62,62,2241,539,1163,0.463,118,381,0.31,421,782,0.538,0.514,263,318,0.827,54,244,298,392,91,25,174,164,1459
26,De'Aaron Fox\foxde01,27,SAC,PG,45,45,1663,414,883,0.469,92,286,0.322,322,597,0.539,0.521,204,246,0.829,45,180,225,276,66,20,133,118,1124
26,De'Aaron Fox\foxde01,27,SAS,PG,17,17,578,125,280,0.446,26,95,0.274,99,185,0.535,0.493,59,72,0.819,9,64,73,116,25,5,41,46,335
27,Alperen Şengün\sengual01,22,HOU,C,76,76,2395,567,1143,0.496,21,90,0.233,546,1053,0.519,0.505,296,428,0.692,262,524,786,372,84,61,194,209,1451
