Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
352,DeAndre Jordan\jordade01,36,DEN,C,56,5,691,91,140,0.65,0,0,,91,140,0.65,0.65,27,64,0.422,84,200,284,53,16,27,40,74,209
353,Herbert Jones\joneshe01,26,NOP,SF,20,20,648,75,172,0.436,22,72,0.306,53,100,0.53,0.5,33,40,0.825,22,56,78,65,37,9,35,66,205
354,Larry Nance Jr.\nancela02,32,ATL,PF,24,3,463,80,155,0.516,34,76,0.447,46,79,0.582,0.626,9,13,0.692,23,80,103,38,20,13,16,37,203
355,Olivier-Maxence Prosper\prospol01,22,DAL,PF,52,4,584,70,174,0.402,12,51,0.235,58,123,0.472,0.437,49,76,0.645,44,82,126,40,26,6,14,28,201
356,Jock Landale\landajo01,29,HOU,C,42,3,500,81,152,0.533,11,26,0.423,70,126,0.556,0.569,27,40,0.675,56,81,137,37,13,10,21,49,200
357,Jalen Pickett\pickeja02,25,DEN,SG,49,4,666,77,180,0.428,40,101,0.396,37,79,0.468,0.539,6,8,0.75,15,56,71,107,19,5,24,38,200
358,Kai Jones\joneska01,24,2TM,C,40,6,468,87,109,0.798,1,5,0.2,86,104,0.827,0.803,23,32,0.719,40,85,125,25,15,23,18,50,198
358,Kai Jones\joneska01,24,LAC,C,28,0,208,26,36,0.722,0,2,0.0,26,34,0.765,0.722,9,12,0.75,15,31,46,10,6,13,10,23,61
358,Kai Jones\joneska01,24,DAL,C,12,6,260,61,73,0.836,1,3,0.333,60,70,0.857,0.842,14,20,0.7,25,54,79,15,9,10,8,27,137
359,Mouhamed Gueye\gueyemo02,22,ATL,PF,33,28,533,72,171,0.421,21,81,0.259,51,90,0.567,0.482,32,42,0.762,44,95,139,27,28,33,15,55,197
360,Jamal Cain\cainja01,25,NOP,SF,37,0,502,68,158,0.43,26,80,0.325,42,78,0.538,0.513,34,50,0.68,27,58,85,22,23,9,22,46,196
361,Collin Gillespie\gilleco01,25,PHO,PG,33,9,461,68,158,0.43,39,90,0.433,29,68,0.426,0.554,19,22,0.864,22,56,78,78,21,5,17,30,194
362,Duop Reath\reathdu01,28,POR,C,46,0,469,70,166,0.422,34,106,0.321,36,60,0.6,0.524,20,22,0.909,44,48,92,26,12,14,16,41,194
363,Craig Porter Jr.\portecr01,24,CLE,PG,51,1,513,72,140,0.514,21,48,0.438,51,92,0.554,0.589,23,32,0.719,19,48,67,71,17,15,38,25,188
364,Jae'Sean Tate\tateja01,29,HOU,SF,52,2,588,70,148,0.473,16,46,0.348,54,102,0.529,0.527,32,47,0.681,50,67,117,47,26,7,22,82,188
365,Zeke Nnaji\nnajize01,24,DEN,PF,57,4,608,70,141,0.496,17,52,0.327,53,89,0.596,0.557,27,44,0.614,33,57,90,23,25,38,14,62,184
366,Paul Reed\reedpa01,25,DET,C,45,0,438,72,142,0.507,8,28,0.286,64,114,0.561,0.535,32,42,0.762,40,83,123,44,39,25,26,75,184
367,Tre Mann\manntr01,23,CHO,PG,13,0,319,70,161,0.435,24,60,0.4,46,101,0.455,0.509,19,21,0.905,12,26,38,39,7,4,25,24,183
368,Vince Williams Jr.\willivi01,24,MEM,SG,27,5,499,67,167,0.401,26,95,0.274,41,72,0.569,0.479,19,24,0.792,22,76,98,55,12,7,33,45,179
369,Cory Joseph\josepco01,33,ORL,PG,50,16,612,62,154,0.403,39,107,0.364,23,47,0.489,0.529,14,18,0.778,17,57,74,72,26,4,18,50,177
370,Dante Exum\exumda01,29,DAL,PG,20,13,372,64,134,0.478,23,53,0.434,41,81,0.506,0.563,23,31,0.742,4,29,33,56,12,3,22,34,174
371,Jeff Green\greenje02,38,HOU,PF,32,3,396,61,121,0.504,29,79,0.367,32,42,0.762,0.624,21,26,0.808,11,47,58,20,6,4,9,32,172
372,Kessler Edwards\edwarke02,24,DAL,SF,40,18,608,67,135,0.496,22,54,0.407,45,81,0.556,0.578,12,13,0.923,22,93,115,42,19,20,16,62,168
373,Keaton Wallace\wallake01,25,ATL,PG,31,5,501,65,162,0.401,27,82,0.329,38,80,0.475,0.485,11,11,1.0,7,43,50,81,28,9,33,39,168
374,Jaylon Tyson\tysonja01,22,CLE,SG,47,3,453,64,149,0.43,20,58,0.345,44,91,0.484,0.497,19,24,0.792,37,59,96,44,13,3,26,50,167
375,Grant Williams\willigr01,26,CHO,PF,16,7,479,54,123,0.439,27,74,0.365,27,49,0.551,0.549,31,37,0.838,18,64,82,37,18,13,28,46,166
376,Jaylen Clark\clarkja02,23,MIN,SG,40,4,522,56,120,0.467,22,51,0.431,34,69,0.493,0.558,29,37,0.784,26,27,53,26,36,2,8,61,163
377,Quenton Jackson\jacksqu01,26,IND,PG,28,7,381,58,122,0.475,15,40,0.375,43,82,0.524,0.537,31,40,0.775,14,30,44,53,21,5,16,43,162
378,Micah Potter\pottemi01,26,UTA,C,38,10,705,57,135,0.422,31,98,0.316,26,37,0.703,0.537,17,20,0.85,43,121,164,31,14,14,31,50,162
379,Daniel Theis\theisda01,32,NOP,C,38,9,621,61,129,0.473,9,37,0.243,52,92,0.565,0.508,31,37,0.838,44,120,164,60,18,20,25,70,162
380,Jordan Goodwin\goodwjo01,26,LAL,PG,29,5,543,63,144,0.438,26,68,0.382,37,76,0.487,0.528,9,11,0.818,38,74,112,42,30,11,26,43,161
381,Charles Bassey\bassech01,24,SAS,C,36,1,376,68,117,0.581,0,0,,68,117,0.581,0.581,21,33,0.636,56,96,152,17,14,30,23,50,157
382,Colby Jones\jonesco02,22,2TM,SG,39,0,515,59,129,0.457,16,49,0.327,43,80,0.538,0.519,23,35,0.657,21,66,87,44,26,13,23,37,157
382,Colby Jones\jonesco02,22,SAC,SG,24,0,130,11,26,0.423,4,10,0.4,7,16,0.438,0.5,0,0,,8,15,23,7,6,7,7,13,26
382,Colby Jones\jonesco02,22,WAS,SG,15,0,385,48,103,0.466,12,39,0.308,36,64,0.563,0.524,23,35,0.657,13,51,64,37,20,6,16,24,131
383,Rayan Rupert\ruperra01,20,POR,SG,52,0,460,58,142,0.408,16,59,0.271,42,83,0.506,0.465,23,30,0.767,26,44,70,25,16,4,30,37,155
384,Jevon Carter\carteje01,29,CHI,PG,36,1,321,55,146,0.377,35,105,0.333,20,41,0.488,0.497,8,10,0.8,4,35,39,40,13,3,11,15,153
385,David Roddy\roddyda01,23,3TM,PF,33,3,410,57,125,0.456,19,61,0.311,38,64,0.594,0.532,20,26,0.769,13,71,84,35,14,9,22,20,153
385,David Roddy\roddyda01,23,ATL,PF,27,3,346,44,93,0.473,16,43,0.372,28,50,0.56,0.559,18,22,0.818,11,59,70,30,12,8,20,18,122
385,David Roddy\roddyda01,23,PHI,PF,3,0,29,8,19,0.421,2,11,0.182,6,8,0.75,0.474,0,0,,2,7,9,3,2,0,1,1,18
385,David Roddy\roddyda01,23,HOU,PF,3,0,35,5,13,0.385,1,7,0.143,4,6,0.667,0.423,2,4,0.5,0,5,5,2,0,1,1,1,13
386,Jordan Miller\millejo02,25,LAC,SF,37,0,420,58,134,0.433,8,38,0.211,50,96,0.521,0.463,28,35,0.8,23,35,58,34,17,5,26,26,152
387,Trevelin Queen\queentr01,27,ORL,SG,31,2,430,56,147,0.381,22,77,0.286,34,70,0.486,0.456,18,21,0.857,26,28,54,38,31,10,22,38,152
388,Wendell Moore Jr.\moorewe01,23,2TM,SG,36,1,499,59,126,0.468,14,41,0.341,45,85,0.529,0.524,18,22,0.818,30,65,95,42,20,5,27,31,150
388,Wendell Moore Jr.\moorewe01,23,DET,SG,20,1,219,23,50,0.46,4,14,0.286,19,36,0.528,0.5,13,14,0.929,11,33,44,23,10,3,9,15,63
388,Wendell Moore Jr.\moorewe01,23,CHO,SG,16,0,280,36,76,0.474,10,27,0.37,26,49,0.531,0.539,5,8,0.625,19,32,51,19,10,2,18,16,87
389,Bones Hyland\hylanbo01,24,2TM,PG,24,0,239,47,118,0.398,32,82,0.39,15,36,0.417,0.534,23,26,0.885,5,20,25,32,18,4,25,29,149
389,Bones Hyland\hylanbo01,24,LAC,PG,20,0,222,45,115,0.391,31,80,0.388,14,35,0.4,0.526,23,26,0.885,5,19,24,28,18,4,24,26,144
389,Bones Hyland\hylanbo01,24,MIN,PG,4,0,17,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,,0,1,1,4,0,0,1,3,5
390,Dominick Barlow\barlodo01,21,ATL,SF,35,4,375,60,113,0.531,7,27,0.259,53,86,0.616,0.562,21,33,0.636,35,50,85,19,9,16,5,47,148
391,Doug McDermott\mcderdo01,33,SAC,SF,42,3,342,50,117,0.427,44,101,0.436,6,16,0.375,0.615,3,5,0.6,3,19,22,7,4,2,6,30,147
392,Jarred Vanderbilt\vandeja01,25,LAL,PF,36,2,581,59,121,0.488,9,32,0.281,50,89,0.562,0.525,20,36,0.556,68,114,182,41,35,10,29,67,147
393,Gary Harris\harriga01,30,ORL,SG,48,3,711,51,133,0.383,36,101,0.356,15,32,0.469,0.519,7,12,0.583,20,44,64,30,26,12,17,45,145
394,Bismack Biyombo\biyombi01,32,SAS,C,28,26,528,67,114,0.588,0,0,,67,114,0.588,0.588,10,25,0.4,43,115,158,31,16,23,27,52,144
395,Keion Brooks Jr.\brookke02,24,NOP,SF,14,6,332,53,109,0.486,14,43,0.326,39,66,0.591,0.55,22,30,0.733,12,46,58,13,10,10,12,30,142
396,Ousmane Dieng\diengou01,21,OKC,C,37,1,405,54,125,0.432,23,71,0.324,31,54,0.574,0.524,11,16,0.688,18,63,81,31,17,7,18,33,142
397,Devin Carter\cartede02,22,SAC,PG,36,0,396,47,127,0.37,18,61,0.295,29,66,0.439,0.441,26,44,0.591,19,57,76,41,21,4,18,39,138
398,Luka Garza\garzalu01,26,MIN,C,39,0,219,52,105,0.495,10,36,0.278,42,69,0.609,0.543,24,35,0.686,31,23,54,11,6,3,12,29,138
399,Kyle Lowry\lowryky01,38,PHI,PG,35,12,659,41,117,0.35,29,88,0.33,12,29,0.414,0.474,27,33,0.818,11,56,67,96,33,11,21,62,138
400,Terrence Shannon Jr.\shannte01,24,MIN,SG,32,1,339,55,114,0.482,11,31,0.355,44,83,0.53,0.531,17,21,0.81,10,37,47,32,7,5,15,27,138
401,Mo Bamba\bambamo01,26,2TM,C,32,2,413,52,112,0.464,15,54,0.278,37,58,0.638,0.531,19,27,0.704,32,113,145,18,9,31,20,56,138
401,Mo Bamba\bambamo01,26,LAC,C,28,2,352,48,103,0.466,15,50,0.3,33,53,0.623,0.539,17,25,0.68,26,94,120,16,9,28,19,49,128
401,Mo Bamba\bambamo01,26,NOP,C,4,0,61,4,9,0.444,0,4,0.0,4,5,0.8,0.444,2,2,1.0,6,19,25,2,0,3,1,7,10
402,Reggie Jackson\jacksre01,34,PHI,PG,31,1,384,52,133,0.391,25,74,0.338,27,59,0.458,0.485,7,9,0.778,8,34,42,45,16,3,17,34,136
403,Marvin Bagley III\baglema01,25,2TM,PF,31,2,265,55,106,0.519,3,19,0.158,52,87,0.598,0.533,23,35,0.657,38,46,84,11,9,8,12,18,136
403,Marvin Bagley III\baglema01,25,WAS,C,19,1,166,38,71,0.535,2,10,0.2,36,61,0.59,0.549,15,23,0.652,27,29,56,7,7,5,11,12,93
403,Marvin Bagley III\baglema01,25,MEM,PF,12,1,99,17,35,0.486,1,9,0.111,16,26,0.615,0.5,8,12,0.667,11,17,28,4,2,3,1,6,43
404,Dillon Jones\jonesdi01,23,OKC,SF,54,3,551,51,133,0.383,16,63,0.254,35,70,0.5,0.444,17,28,0.607,30,91,121,58,16,4,28,54,135
405,Isaac Jones\jonesis01,24,SAC,PF,40,0,304,54,83,0.651,3,8,0.375,51,75,0.68,0.669,23,36,0.639,22,35,57,12,5,10,16,30,134
406,Hunter Tyson\tysonhu01,24,DEN,PF,51,2,400,45,120,0.375,23,74,0.311,22,46,0.478,0.471,21,28,0.75,25,53,78,20,10,6,14,44,134
407,Anthony Gill\gillan01,32,WAS,PF,51,0,397,43,88,0.489,10,31,0.323,33,57,0.579,0.545,33,50,0.66,18,48,66,16,9,2,10,30,129
408,Delon Wright\wrighde01,32,2TM,PG,40,7,635,45,131,0.344,20,73,0.274,25,58,0.431,0.42,15,25,0.6,27,39,66,77,35,12,22,25,125
408,Delon Wright\wrighde01,32,MIL,PG,26,2,405,22,82,0.268,12,49,0.245,10,33,0.303,0.341,9,16,0.563,15,31,46,48,23,9,14,17,65
408,Delon Wright\wrighde01,32,NYK,PG,14,5,230,23,49,0.469,8,24,0.333,15,25,0.6,0.551,6,9,0.667,12,8,20,29,12,3,8,8,60
409,Colin Castleton\castlco01,24,3TM,C,26,4,432,46,98,0.469,2,16,0.125,44,82,0.537,0.48,29,38,0.763,53,69,122,28,8,10,23,51,123
409,Colin Castleton\castlco01,24,MEM,C,10,0,46,2,10,0.2,0,4,0.0,2,6,0.333,0.2,10,11,0.909,3,6,9,0,1,1,1,6,14
409,Colin Castleton\castlco01,24,TOR,C,11,4,288,32,64,0.5,2,8,0.25,30,56,0.536,0.516,13,18,0.722,34,42,76,18,6,8,21,32,79
409,Colin Castleton\castlco01,24,PHI,C,5,0,98,12,24,0.5,0,4,0.0,12,20,0.6,0.5,6,9,0.667,16,21,37,10,1,1,1,13,30
410,Branden Carlson\carlsbr01,25,OKC,C,32,0,246,43,97,0.443,22,66,0.333,21,31,0.677,0.557,14,18,0.778,17,37,54,14,5,21,7,22,122
411,Kevin Love\loveke01,36,MIA,PF,23,9,251,41,115,0.357,24,67,0.358,17,48,0.354,0.461,16,23,0.696,22,72,94,22,15,4,14,21,122
412,Isaiah Wong\wongis01,24,CHO,SG,20,0,265,41,105,0.39,13,33,0.394,28,72,0.389,0.452,25,34,0.735,14,18,32,28,11,0,18,21,120
413,Josh Minott\minotjo01,22,MIN,SF,46,0,276,44,90,0.489,14,43,0.326,30,47,0.638,0.567,17,19,0.895,12,35,47,18,15,12,11,34,119
414,Jared Rhoden\rhodeja01,25,2TM,SG,14,2,227,42,87,0.483,12,39,0.308,30,48,0.625,0.552,22,25,0.88,14,28,42,16,10,2,9,20,118
414,Jared Rhoden\rhodeja01,25,CHO,SG,4,0,12,2,8,0.25,0,2,0.0,2,6,0.333,0.25,0,0,,2,2,4,2,1,0,1,1,4
414,Jared Rhoden\rhodeja01,25,TOR,SG,10,2,215,40,79,0.506,12,37,0.324,28,42,0.667,0.582,22,25,0.88,12,26,38,14,9,2,8,19,114
415,Robert Williams\williro04,27,POR,C,20,3,351,50,78,0.641,1,3,0.333,49,75,0.653,0.647,15,17,0.882,35,83,118,21,13,33,17,31,116
416,Maxwell Lewis\lewisma05,22,2TM,SF,28,1,327,45,108,0.417,19,50,0.38,26,58,0.448,0.505,7,10,0.7,18,37,55,19,9,7,14,29,116
416,Maxwell Lewis\lewisma05,22,LAL,SF,7,0,29,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,2,0,2,2,1,0,2,1,4
416,Maxwell Lewis\lewisma05,22,BRK,SF,21,1,298,43,102,0.422,19,50,0.38,24,52,0.462,0.515,7,10,0.7,16,37,53,17,8,7,12,28,112
417,Dariq Whitehead\whiteda01,20,BRK,SF,20,0,246,39,96,0.406,33,74,0.446,6,22,0.273,0.578,3,5,0.6,4,25,29,12,6,1,15,22,114
418,Dwight Powell\poweldw01,33,DAL,C,55,3,551,42,61,0.689,2,5,0.4,40,56,0.714,0.705,28,43,0.651,47,71,118,55,18,21,18,75,114
419,Baylor Scheierman\scheiba01,24,BOS,SG,31,2,384,39,110,0.355,26,82,0.317,13,28,0.464,0.473,9,12,0.75,19,46,65,33,17,2,12,22,113
420,John Konchar\konchjo01,28,MEM,SG,46,4,558,41,91,0.451,23,62,0.371,18,29,0.621,0.577,7,8,0.875,37,114,151,42,30,14,16,32,112
421,Matisse Thybulle\thybuma01,27,POR,SG,15,5,312,42,88,0.477,21,48,0.438,21,40,0.525,0.597,7,15,0.467,14,38,52,28,33,9,13,14,112
422,Patty Mills\millspa02,36,2TM,PG,29,0,321,36,96,0.375,26,75,0.347,10,21,0.476,0.51,13,14,0.929,4,18,22,26,13,3,17,24,111
422,Patty Mills\millspa02,36,UTA,PG,17,0,260,26,76,0.342,17,57,0.298,9,19,0.474,0.454,5,5,1.0,3,18,21,21,12,3,16,12,74
422,Patty Mills\millspa02,36,LAC,PG,12,0,61,10,20,0.5,9,18,0.5,1,2,0.5,0.725,8,9,0.889,1,0,1,5,1,0,1,12,37
423,Damion Baugh\baughda01,24,CHO,SG,15,2,370,42,130,0.323,12,56,0.214,30,74,0.405,0.369,13,15,0.867,14,36,50,56,15,2,31,22,109
424,Drew Timme\timmedr01,24,BRK,PF,9,2,254,45,102,0.441,9,35,0.257,36,67,0.537,0.485,10,16,0.625,17,48,65,20,4,1,15,21,109
425,Jaden Springer\sprinja01,22,2TM,SG,43,2,365,35,90,0.389,12,48,0.25,23,42,0.548,0.456,27,38,0.711,17,41,58,33,24,4,16,42,109
425,Jaden Springer\sprinja01,22,BOS,SG,26,0,141,12,34,0.353,6,19,0.316,6,15,0.4,0.441,15,21,0.714,4,20,24,10,12,1,4,17,45
425,Jaden Springer\sprinja01,22,UTA,PG,17,2,224,23,56,0.411,6,29,0.207,17,27,0.63,0.464,12,17,0.706,13,21,34,23,12,3,12,25,64
426,Torrey Craig\craigto01,34,2TM,SF,26,4,314,38,90,0.422,24,66,0.364,14,24,0.583,0.556,8,12,0.667,27,46,73,17,8,12,8,34,108
426,Torrey Craig\craigto01,34,CHI,SF,9,1,113,22,45,0.489,15,35,0.429,7,10,0.7,0.656,3,4,0.75,8,17,25,5,2,1,0,15,62
426,Torrey Craig\craigto01,34,BOS,SF,17,3,201,16,45,0.356,9,31,0.29,7,14,0.5,0.456,5,8,0.625,19,29,48,12,6,11,8,19,46
427,Taj Gibson\gibsota01,39,CHO,C,37,11,409,47,95,0.495,1,2,0.5,46,93,0.495,0.5,12,20,0.6,51,69,120,21,9,18,25,54,107
428,Oscar Tshiebwe\tshieos01,25,UTA,C,14,1,255,42,70,0.6,0,0,,42,70,0.6,0.6,23,31,0.742,46,76,122,9,13,1,10,24,107
429,Cam Spencer\spencca01,24,MEM,SG,25,1,252,34,82,0.415,19,53,0.358,15,29,0.517,0.53,19,19,1.0,12,18,30,34,9,1,6,23,106
430,Jalen Hood-Schifino\hoodsja01,21,2TM,SG,15,0,315,37,98,0.378,14,46,0.304,23,52,0.442,0.449,18,21,0.857,3,24,27,37,5,7,18,25,106
430,Jalen Hood-Schifino\hoodsja01,21,LAL,SG,2,0,14,1,1,1.0,0,0,,1,1,1.0,1.0,2,2,1.0,1,0,1,1,0,1,1,3,4
430,Jalen Hood-Schifino\hoodsja01,21,PHI,SG,13,0,301,36,97,0.371,14,46,0.304,22,51,0.431,0.443,16,19,0.842,2,24,26,36,5,6,17,22,102
431,Cam Reddish\reddica01,25,LAL,SF,33,8,589,38,94,0.404,13,47,0.277,25,47,0.532,0.473,16,26,0.615,17,49,66,22,33,10,12,43,105
432,Johnny Furphy\furphjo01,20,IND,SG,50,0,379,35,92,0.38,15,50,0.3,20,42,0.476,0.462,18,22,0.818,23,48,71,19,18,11,12,41,103
433,Maxi Kleber\klebima01,33,DAL,PF,34,4,637,37,96,0.385,13,49,0.265,24,47,0.511,0.453,16,21,0.762,25,70,95,43,9,17,23,66,103
434,Pat Spencer\spencpa01,28,GSW,PG,39,0,250,41,101,0.406,5,22,0.227,36,79,0.456,0.431,11,15,0.733,15,31,46,48,14,3,18,20,98
435,Jericho Sims\simsje01,26,2TM,C,53,5,632,45,71,0.634,0,0,,45,71,0.634,0.634,8,13,0.615,71,126,197,33,10,19,33,65,98
435,Jericho Sims\simsje01,26,NYK,C,39,5,422,28,46,0.609,0,0,,28,46,0.609,0.609,8,13,0.615,51,78,129,22,8,10,21,46,64
435,Jericho Sims\simsje01,26,MIL,C,14,0,210,17,25,0.68,0,0,,17,25,0.68,0.68,0,0,,20,48,68,11,2,9,12,19,34
436,Jordan McLaughlin\mclaujo01,28,2TM,PG,46,0,314,31,72,0.431,19,46,0.413,12,26,0.462,0.563,17,22,0.773,6,24,30,51,16,1,16,18,98
436,Jordan McLaughlin\mclaujo01,28,SAC,PG,28,0,190,16,44,0.364,10,26,0.385,6,18,0.333,0.477,11,16,0.688,4,17,21,24,11,0,11,13,53
436,Jordan McLaughlin\mclaujo01,28,SAS,PG,18,0,124,15,28,0.536,9,20,0.45,6,8,0.75,0.696,6,6,1.0,2,7,9,27,5,1,5,5,45
437,Trey Jemison\jemistr01,25,2TM,C,38,0,392,41,74,0.554,0,0,,41,74,0.554,0.554,13,33,0.394,44,61,105,16,9,15,24,69,95
437,Trey Jemison\jemistr01,25,NOP,C,16,0,166,15,32,0.469,0,0,,15,32,0.469,0.469,8,21,0.381,22,22,44,10,7,6,10,27,38
437,Trey Jemison\jemistr01,25,LAL,C,22,0,226,26,42,0.619,0,0,,26,42,0.619,0.619,5,12,0.417,22,39,61,6,2,9,14,42,57
438,Reece Beekman\beekmre01,23,2TM,PG,36,4,469,35,107,0.327,7,40,0.175,28,67,0.418,0.36,16,21,0.762,13,26,39,63,33,2,21,36,93
438,Reece Beekman\beekmre01,23,GSW,PG,2,0,4,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,1,0,1,1,1,0,0,1,2
438,Reece Beekman\beekmre01,23,BRK,PG,34,4,465,34,106,0.321,7,40,0.175,27,66,0.409,0.354,16,21,0.762,12,26,38,62,32,2,21,35,91
439,Christian Koloko\kolokch01,24,LAL,C,37,0,342,40,66,0.606,0,4,0.0,40,62,0.645,0.606,10,14,0.714,35,57,92,16,8,16,12,44,90
440,Mitchell Robinson\robinmi01,26,NYK,C,17,3,290,37,56,0.661,0,0,,37,56,0.661,0.661,13,19,0.684,52,49,101,13,16,18,10,26,87
441,Dru Smith\smithdr01,27,MIA,SG,14,1,268,31,61,0.508,16,30,0.533,15,31,0.484,0.639,9,12,0.75,12,24,36,23,21,6,17,30,87
442,Lester Quiñones\quinole01,24,2TM,SG,13,0,183,31,78,0.397,13,44,0.295,18,34,0.529,0.481,11,13,0.846,4,15,19,24,3,2,14,18,86
442,Lester Quiñones\quinole01,24,PHI,SG,4,0,17,4,8,0.5,0,3,0.0,4,5,0.8,0.5,1,1,1.0,3,1,4,1,0,0,4,0,9
442,Lester Quiñones\quinole01,24,NOP,SG,9,0,166,27,70,0.386,13,41,0.317,14,29,0.483,0.479,10,12,0.833,1,14,15,23,3,2,10,18,77
443,Elfrid Payton\paytoel01,30,2TM,PG,24,9,511,40,122,0.328,1,6,0.167,39,116,0.336,0.332,4,7,0.571,15,64,79,166,24,11,59,36,85
443,Elfrid Payton\paytoel01,30,NOP,PG,18,7,388,37,101,0.366,1,6,0.167,36,95,0.379,0.371,4,7,0.571,14,52,66,146,18,8,52,24,79
443,Elfrid Payton\paytoel01,30,CHO,PG,6,2,123,3,21,0.143,0,0,,3,21,0.143,0.143,0,0,,1,12,13,20,6,3,7,12,6
444,Damion Lee\leeda03,32,PHO,SG,25,0,144,27,74,0.365,9,37,0.243,18,37,0.486,0.426,20,21,0.952,3,17,20,11,6,0,10,6,83
445,Jordan Walsh\walshjo01,20,BOS,PF,52,1,403,30,83,0.361,15,55,0.273,15,28,0.536,0.452,7,12,0.583,23,46,69,19,12,11,17,30,82
446,Tyler Kolek\kolekty01,23,NYK,PG,41,0,296,27,82,0.329,14,47,0.298,13,35,0.371,0.415,13,17,0.765,8,19,27,70,12,4,18,26,81
447,Johnny Davis\davisjo06,22,WAS,SG,34,0,242,32,78,0.41,7,29,0.241,25,49,0.51,0.455,9,15,0.6,10,28,38,11,15,6,7,18,80
448,MarJon Beauchamp\beaucma01,24,3TM,SF,35,0,156,27,65,0.415,10,29,0.345,17,36,0.472,0.492,15,20,0.75,11,33,44,11,4,1,15,14,79
448,MarJon Beauchamp\beaucma01,24,MIL,SF,26,0,122,18,47,0.383,7,21,0.333,11,26,0.423,0.457,9,12,0.75,7,25,32,8,3,1,13,10,52
448,MarJon Beauchamp\beaucma01,24,LAC,SF,3,0,17,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,4,0.5,2,1,3,2,0,0,1,2,12
448,MarJon Beauchamp\beaucma01,24,NYK,SF,6,0,17,5,11,0.455,1,5,0.2,4,6,0.667,0.5,4,4,1.0,2,7,9,1,1,0,1,2,15
449,Jaylen Martin\martija02,21,2TM,SF,16,0,239,31,74,0.419,7,23,0.304,24,51,0.471,0.466,9,10,0.9,11,33,44,17,9,0,12,14,78
449,Jaylen Martin\martija02,21,BRK,SF,3,0,5,1,2,0.5,1,1,1.0,0,1,0.0,0.75,0,0,,0,0,0,0,0,0,0,1,3
449,Jaylen Martin\martija02,21,WAS,SF,13,0,234,30,72,0.417,6,22,0.273,24,50,0.48,0.458,9,10,0.9,11,33,44,17,9,0,12,13,75
450,Kobe Brown\brownko01,25,LAC,PF,40,0,272,33,72,0.458,6,26,0.231,27,46,0.587,0.5,5,7,0.714,19,46,65,24,7,4,12,23,77
451,Alex Reese\reeseal01,25,2TM,PF,15,0,216,26,54,0.481,15,41,0.366,11,13,0.846,0.62,9,12,0.75,9,38,47,4,10,10,6,21,76
451,Alex Reese\reeseal01,25,OKC,PF,1,0,2,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,1,0,1,0,0,0,0,0,2
451,Alex Reese\reeseal01,25,PHI,PF,14,0,214,25,53,0.472,15,41,0.366,10,12,0.833,0.613,9,12,0.75,8,38,46,4,10,10,6,21,74
452,Moses Brown\brownmo01,25,2TM,C,13,2,119,34,49,0.694,0,0,,34,49,0.694,0.694,8,11,0.727,12,32,44,2,6,4,11,17,76
452,Moses Brown\brownmo01,25,IND,C,9,0,46,13,20,0.65,0,0,,13,20,0.65,0.65,3,5,0.6,4,9,13,0,2,1,6,6,29
452,Moses Brown\brownmo01,25,DAL,C,4,2,73,21,29,0.724,0,0,,21,29,0.724,0.724,5,6,0.833,8,23,31,2,4,3,5,11,47
453,Lamar Stevens\stevela01,27,MEM,PF,17,1,155,29,63,0.46,8,27,0.296,21,36,0.583,0.524,8,11,0.727,4,34,38,8,5,3,10,15,74
454,Alex Len\lenal01,31,2TM,C,46,7,380,32,63,0.508,2,9,0.222,30,54,0.556,0.524,8,17,0.471,38,57,95,38,9,21,20,56,74
454,Alex Len\lenal01,31,SAC,C,36,3,258,22,41,0.537,1,6,0.167,21,35,0.6,0.549,7,13,0.538,25,39,64,30,8,18,11,35,52
454,Alex Len\lenal01,31,LAL,C,10,4,122,10,22,0.455,1,3,0.333,9,19,0.474,0.477,1,4,0.25,13,18,31,8,1,3,9,21,22
455,JT Thor\thorjt01,22,2TM,PF,20,0,249,25,59,0.424,6,21,0.286,19,38,0.5,0.475,15,22,0.682,20,28,48,6,8,9,9,17,71
455,JT Thor\thorjt01,22,CLE,PF,9,0,42,9,15,0.6,3,6,0.5,6,9,0.667,0.7,7,8,0.875,3,3,6,1,2,3,6,6,28
455,JT Thor\thorjt01,22,WAS,PF,11,0,207,16,44,0.364,3,15,0.2,13,29,0.448,0.398,8,14,0.571,17,25,42,5,6,6,3,11,43
456,Tristan Thompson\thomptr01,33,CLE,C,40,0,328,31,71,0.437,0,3,0.0,31,68,0.456,0.437,7,30,0.233,32,102,134,24,2,11,14,36,69
457,Marcus Bagley\baglema02,23,PHI,SF,10,4,253,27,69,0.391,5,32,0.156,22,37,0.595,0.428,8,10,0.8,23,47,70,10,9,12,7,16,67
458,Jaylen Nowell\nowelja01,25,NOP,SG,8,0,168,26,73,0.356,8,27,0.296,18,46,0.391,0.411,7,11,0.636,6,14,20,18,1,4,8,9,67
