Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
27,Dominick Barlow\barlodo01,PF,20,SAS,19,1,244,31,68,0.456,3,7,0.429,28,61,0.459,0.478,13,22,0.591,22,42,64,20,8,10,4,25,78
28,Harrison Barnes\barneha02,PF,31,SAC,41,41,1192,147,310,0.474,69,175,0.394,78,135,0.578,0.585,70,87,0.805,34,80,114,52,27,6,30,52,433
29,Scottie Barnes\barnesc01,SG,22,TOR,43,43,1506,327,680,0.481,87,237,0.367,240,443,0.542,0.545,125,169,0.74,97,262,359,244,59,63,113,89,866
30,RJ Barrett\barrerj01,SG,23,TOT,37,37,1130,248,542,0.458,61,176,0.347,187,366,0.511,0.514,139,180,0.772,30,158,188,103,19,13,65,79,696
30,RJ Barrett\barrerj01,SG,23,NYK,26,26,766,164,388,0.423,43,130,0.331,121,258,0.469,0.478,103,124,0.831,19,92,111,63,12,9,47,45,474
30,RJ Barrett\barrerj01,SG,23,TOR,11,11,364,84,154,0.545,18,46,0.391,66,108,0.611,0.604,36,56,0.643,11,66,77,40,7,4,18,34,222
31,Charles Bassey\bassech01,C,23,SAS,19,0,205,29,40,0.725,0,1,0.0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63
32,Emoni Bates\batesem01,SF,20,CLE,10,0,76,6,25,0.24,5,20,0.25,1,5,0.2,0.34,1,2,0.5,1,9,10,6,1,2,1,5,18
33,Keita Bates-Diop\bateske01,SF,28,PHO,31,8,494,48,124,0.387,14,53,0.264,34,71,0.479,0.444,25,34,0.735,24,60,84,28,19,15,7,31,135
34,Nicolas Batum\batumni01,PF,35,TOT,30,23,742,63,120,0.525,40,87,0.46,23,33,0.697,0.692,9,14,0.643,35,77,112,68,20,25,18,59,175
34,Nicolas Batum\batumni01,PF,35,LAC,3,0,54,3,8,0.375,2,7,0.286,1,1,1.0,0.5,0,0,,0,7,7,5,3,4,1,5,8
34,Nicolas Batum\batumni01,PF,35,PHI,27,23,688,60,112,0.536,38,80,0.475,22,32,0.688,0.705,9,14,0.643,35,70,105,63,17,21,17,54,167
35,Bradley Beal\bealbr01,SG,30,PHO,18,18,576,128,247,0.518,26,68,0.382,102,179,0.57,0.571,42,55,0.764,14,60,74,71,15,6,39,49,324
36,Malik Beasley\beaslma01,SG,27,MIL,40,40,1174,169,344,0.491,116,246,0.472,53,98,0.541,0.66,12,16,0.75,26,135,161,54,29,5,27,83,466
37,MarJon Beauchamp\beaucma01,SF,23,MIL,34,1,534,64,135,0.474,25,62,0.403,39,73,0.534,0.567,12,20,0.6,20,64,84,29,11,6,24,47,165
38,Jules Bernard\bernaju01,SG,24,WAS,3,0,15,1,8,0.125,0,6,0.0,1,2,0.5,0.125,0,0,,1,0,1,1,0,0,1,3,2
39,Dāvis Bertāns\bertada01,PF,31,OKC,12,0,83,9,24,0.375,9,22,0.409,0,2,0.0,0.563,14,15,0.933,2,8,10,8,2,2,1,10,41
40,Patrick Beverley\beverpa01,PG,35,PHI,39,1,723,74,175,0.423,27,86,0.314,47,89,0.528,0.5,35,46,0.761,26,93,119,100,21,13,32,66,210
41,Saddiq Bey\beysa01,SF,24,ATL,42,30,1364,181,440,0.411,73,234,0.312,108,206,0.524,0.494,93,113,0.823,104,165,269,55,41,6,41,68,528
42,Goga Bitadze\bitadgo01,C,24,ORL,38,31,799,109,178,0.612,2,10,0.2,107,168,0.637,0.618,46,68,0.676,95,153,248,65,27,61,31,91,266
43,Onuralp Bitim\bitimon01,SG,24,CHI,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
44,Bismack Biyombo\biyombi01,C,31,MEM,30,27,718,67,119,0.563,0,0,,67,119,0.563,0.563,22,46,0.478,57,134,191,51,10,34,38,82,156
45,Anthony Black\blackan01,PG,20,ORL,40,28,769,76,155,0.49,20,56,0.357,56,99,0.566,0.555,31,49,0.633,21,75,96,69,25,15,39,80,203
46,Leaky Black\blackle01,SF,24,CHO,11,0,59,6,10,0.6,1,3,0.333,5,7,0.714,0.65,0,2,0.0,2,5,7,4,3,3,2,3,13
47,Bogdan Bogdanović\bogdabo01,SG,31,ATL,40,3,1123,239,563,0.425,123,337,0.365,116,226,0.513,0.534,69,77,0.896,21,107,128,104,55,9,44,94,670
48,Bojan Bogdanović\bogdabo02,PF,34,DET,21,20,706,148,319,0.464,63,154,0.409,85,165,0.515,0.563,56,75,0.747,13,64,77,56,21,2,48,48,415
49,Bol Bol\bolbo01,PF,24,PHO,12,0,86,17,23,0.739,3,5,0.6,14,18,0.778,0.804,4,5,0.8,9,18,27,6,3,6,6,10,41
50,Marques Bolden\boldema01,C,25,MIL,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0
51,Devin Booker\bookede01,PG,27,PHO,33,33,1187,308,636,0.484,69,186,0.371,239,450,0.531,0.539,206,232,0.888,24,136,160,255,28,11,92,103,891
52,Brandon Boston Jr.\bostobr01,SF,22,LAC,8,0,59,13,32,0.406,4,14,0.286,9,18,0.5,0.469,6,6,1.0,3,5,8,4,1,0,3,10,36
53,Chris Boucher\bouchch01,PF,31,TOR,40,0,569,84,178,0.472,26,79,0.329,58,99,0.586,0.545,52,70,0.743,47,114,161,17,13,19,19,56,246
54,James Bouknight\bouknja01,SG,23,CHO,10,0,64,14,30,0.467,11,22,0.5,3,8,0.375,0.65,1,2,0.5,1,8,9,6,0,1,1,2,40
55,Jamaree Bouyea\bouyeja01,PG,24,POR,6,0,57,5,21,0.238,0,8,0.0,5,13,0.385,0.238,0,0,,2,8,10,8,0,0,8,3,10
56,Malaki Branham\branhma01,PG,20,SAS,41,21,853,140,325,0.431,39,128,0.305,101,197,0.513,0.491,21,23,0.913,12,68,80,93,16,4,49,52,340
57,Christian Braun\braunch01,SG,22,DEN,44,0,844,122,268,0.455,31,83,0.373,91,185,0.492,0.513,56,78,0.718,30,126,156,67,16,17,33,70,331
58,Mikal Bridges\bridgmi01,SF,27,BRK,42,42,1462,314,695,0.452,90,254,0.354,224,441,0.508,0.517,181,215,0.842,38,182,220,157,37,20,99,68,899
59,Miles Bridges\bridgmi02,SF,25,CHO,29,27,1066,228,494,0.462,66,184,0.359,162,310,0.523,0.528,76,88,0.864,23,183,206,86,30,15,59,58,598
60,Oshae Brissett\brissos01,SF,25,BOS,26,0,314,37,80,0.463,10,33,0.303,27,47,0.574,0.525,26,38,0.684,30,49,79,17,12,2,9,31,110
61,Malcolm Brogdon\brogdma01,PG,31,POR,33,19,902,181,413,0.438,71,169,0.42,110,244,0.451,0.524,78,97,0.804,21,98,119,174,23,6,43,45,511
62,Armoni Brooks\brookar01,PG,25,BRK,10,0,104,15,46,0.326,11,32,0.344,4,14,0.286,0.446,1,2,0.5,7,11,18,5,1,1,3,3,42
63,Dillon Brooks\brookdi01,SF,28,HOU,33,33,1038,166,359,0.462,62,158,0.392,104,201,0.517,0.549,59,71,0.831,24,92,116,50,34,2,50,121,453
64,Bruce Brown\brownbr01,SG-PG,27,TOT,35,33,1028,159,332,0.479,34,106,0.321,125,226,0.553,0.53,69,84,0.821,28,136,164,101,37,9,43,87,421
64,Bruce Brown\brownbr01,SG,27,IND,33,33,981,149,314,0.475,33,101,0.327,116,213,0.545,0.527,67,82,0.817,25,129,154,100,35,8,41,81,398
64,Bruce Brown\brownbr01,PG,27,TOR,2,0,47,10,18,0.556,1,5,0.2,9,13,0.692,0.583,2,2,1.0,3,7,10,1,2,1,2,6,23
65,Charlie Brown Jr.\brownch02,SG,26,NYK,3,0,5,1,4,0.25,1,3,0.333,0,1,0.0,0.375,0,0,,0,0,0,0,0,0,2,0,3
66,Greg Brown III\browngr01,PF,22,DAL,6,0,40,5,11,0.455,1,3,0.333,4,8,0.5,0.5,4,9,0.444,3,6,9,4,0,4,4,5,15
67,Jaylen Brown\brownja02,SF,27,BOS,40,40,1339,351,716,0.49,86,239,0.36,265,477,0.556,0.55,124,172,0.721,36,176,212,145,45,24,102,103,912
68,Kendall Brown\brownke03,SG,20,IND,3,0,17,2,5,0.4,0,1,0.0,2,4,0.5,0.4,4,6,0.667,2,0,2,1,0,0,0,4,8
69,Kobe Brown\brownko01,PF,24,LAC,25,0,250,22,56,0.393,11,36,0.306,11,20,0.55,0.491,1,2,0.5,6,29,35,15,6,3,4,37,56
70,Moses Brown\brownmo01,C,24,POR,9,4,82,9,21,0.429,0,0,,9,21,0.429,0.429,0,4,0.0,18,28,46,2,2,3,4,11,18
71,Troy Brown Jr.\browntr01,SF,24,MIN,34,3,393,50,113,0.442,30,81,0.37,20,32,0.625,0.575,19,22,0.864,14,55,69,33,8,2,18,24,149
72,Jalen Brunson\brunsja01,PG,27,NYK,41,41,1468,382,805,0.475,117,274,0.427,265,531,0.499,0.547,207,249,0.831,26,135,161,268,40,8,100,87,1088
73,Thomas Bryant\bryanth01,C,26,MIA,22,3,237,41,73,0.562,0,3,0.0,41,70,0.586,0.562,17,20,0.85,22,49,71,13,6,5,15,24,99
74,Kobe Bufkin\bufkiko01,SG,20,ATL,2,0,4,0,3,0.0,0,1,0.0,0,2,0.0,0.0,1,2,0.5,1,1,2,0,0,0,0,0,1
75,Reggie Bullock\bullore01,SF,32,HOU,17,0,158,14,35,0.4,10,26,0.385,4,9,0.444,0.543,1,1,1.0,2,22,24,9,2,2,4,9,39
76,Alec Burks\burksal01,SG,32,DET,35,0,705,133,335,0.397,81,201,0.403,52,134,0.388,0.518,99,110,0.9,15,67,82,52,16,9,24,52,446
77,Jared Butler\butleja02,SG,23,WAS,17,0,128,28,50,0.56,10,24,0.417,18,26,0.692,0.66,12,15,0.8,0,11,11,31,8,2,10,14,78
78,Jimmy Butler\butleji01,PF,34,MIA,28,28,942,183,379,0.483,23,58,0.397,160,321,0.498,0.513,201,227,0.885,53,87,140,124,31,10,49,32,590
79,Jamal Cain\cainja01,PF,24,MIA,14,1,209,29,66,0.439,8,25,0.32,21,41,0.512,0.5,14,19,0.737,12,17,29,3,9,4,4,16,80
80,Kentavious Caldwell-Pope\caldwke01,SG,30,DEN,42,42,1362,150,328,0.457,63,158,0.399,87,170,0.512,0.553,61,68,0.897,18,80,98,105,62,22,43,78,424
81,Toumani Camara\camarto01,PF,23,POR,41,29,1015,106,257,0.412,32,114,0.281,74,143,0.517,0.475,40,59,0.678,79,122,201,39,40,21,49,109,284
82,Clint Capela\capelca01,C,29,ATL,40,40,1039,188,325,0.578,0,0,,188,325,0.578,0.578,71,109,0.651,190,224,414,39,26,66,36,102,447
83,Jevon Carter\carteje01,PG,28,CHI,42,0,600,87,232,0.375,52,149,0.349,35,83,0.422,0.487,3,5,0.6,5,27,32,52,21,11,23,47,229
84,Wendell Carter Jr.\cartewe01,C,24,ORL,17,11,420,66,129,0.512,19,44,0.432,47,85,0.553,0.585,31,41,0.756,31,80,111,28,7,9,20,35,182
85,Alex Caruso\carusal01,SG,29,CHI,37,25,943,128,259,0.494,63,151,0.417,65,108,0.602,0.616,43,56,0.768,36,94,130,96,50,33,47,85,362
86,Colin Castleton\castlco01,C,23,LAL,5,0,32,6,9,0.667,0,0,,6,9,0.667,0.667,4,4,1.0,4,5,9,3,0,0,1,6,16
87,Malcolm Cazalon\cazalma01,SG,22,DET,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
88,Julian Champagnie\champju02,SF,22,SAS,35,20,542,69,168,0.411,49,124,0.395,20,44,0.455,0.557,27,31,0.871,14,63,77,34,20,19,24,38,214
89,Max Christie\chrisma02,SG,20,LAL,34,6,600,63,155,0.406,25,76,0.329,38,79,0.481,0.487,22,28,0.786,9,87,96,37,13,9,28,47,173
90,Sidy Cissoko\cissosi01,SF,19,SAS,5,0,32,1,6,0.167,0,4,0.0,1,2,0.5,0.167,4,4,1.0,0,6,6,0,3,0,1,2,6
91,Jordan Clarkson\clarkjo01,SG,31,UTA,34,19,1032,222,528,0.42,62,195,0.318,160,333,0.48,0.479,117,132,0.886,37,91,128,174,23,5,98,46,623
92,Nic Claxton\claxtni01,C,24,BRK,32,32,929,173,269,0.643,1,2,0.5,172,267,0.644,0.645,54,94,0.574,98,225,323,56,20,72,35,83,401
93,Noah Clowney\clownno01,PF,19,BRK,2,0,27,6,9,0.667,0,1,0.0,6,8,0.75,0.667,2,2,1.0,3,2,5,2,0,0,1,3,14
94,Amir Coffey\coffeam01,SF,26,LAC,29,6,447,49,89,0.551,18,45,0.4,31,44,0.705,0.652,13,16,0.813,11,35,46,19,9,0,12,31,129
95,John Collins\collijo01,PF,26,UTA,40,38,1104,211,421,0.501,53,146,0.363,158,275,0.575,0.564,76,96,0.792,79,224,303,40,23,30,59,108,551
96,Zach Collins\colliza01,C,26,SAS,33,24,856,163,328,0.497,35,113,0.31,128,215,0.595,0.55,64,83,0.771,62,130,192,109,19,24,76,111,425
97,Mike Conley\conlemi01,PG,36,MIN,41,41,1196,151,339,0.445,96,219,0.438,55,120,0.458,0.587,48,52,0.923,15,98,113,264,39,7,44,69,446
98,Pat Connaughton\connapa01,SF,31,MIL,36,0,783,71,161,0.441,43,116,0.371,28,45,0.622,0.575,14,19,0.737,24,97,121,65,15,7,20,44,199
99,Bilal Coulibaly\coulibi01,SF,19,WAS,41,1,1079,125,264,0.473,43,108,0.398,82,156,0.526,0.555,48,74,0.649,34,139,173,74,34,34,55,88,341
100,Ricky Council IV\councri01,SG,22,PHI,3,0,8,0,1,0.0,0,1,0.0,0,0,,0.0,1,2,0.5,0,0,0,0,0,0,0,1,1
101,Robert Covington\covinro01,SF-PF,33,TOT,29,6,488,43,98,0.439,19,56,0.339,24,42,0.571,0.536,22,26,0.846,31,66,97,24,39,18,11,56,127
101,Robert Covington\covinro01,PF,33,LAC,3,3,69,3,9,0.333,2,8,0.25,1,1,1.0,0.444,1,2,0.5,2,6,8,7,6,2,0,7,9
101,Robert Covington\covinro01,SF,33,PHI,26,3,419,40,89,0.449,17,48,0.354,23,41,0.561,0.545,21,24,0.875,29,60,89,17,33,16,11,49,118
102,Torrey Craig\craigto01,SF,33,CHI,27,7,572,59,139,0.424,29,76,0.382,30,63,0.476,0.529,18,23,0.783,50,80,130,28,17,10,16,68,165
103,Jae Crowder\crowdja01,PF,33,MIL,11,2,273,31,63,0.492,20,43,0.465,11,20,0.55,0.651,8,14,0.571,4,34,38,15,9,3,4,17,90
104,Cade Cunningham\cunnica01,PG,22,DET,36,36,1241,307,684,0.449,67,200,0.335,240,484,0.496,0.498,141,162,0.87,16,130,146,261,35,12,136,100,822
105,Seth Curry\curryse01,SG,33,DAL,33,3,424,48,132,0.364,28,74,0.378,20,58,0.345,0.47,14,16,0.875,13,34,47,26,17,3,14,31,138
106,Stephen Curry\curryst01,PG,35,GSW,37,37,1228,313,702,0.446,167,421,0.397,146,281,0.52,0.565,195,211,0.924,17,139,156,181,32,15,113,68,988
107,Dyson Daniels\daniedy01,PG,20,NOP,43,14,958,96,224,0.429,27,97,0.278,69,127,0.543,0.489,31,48,0.646,44,120,164,116,57,13,40,72,250
108,Anthony Davis\davisan02,C,30,LAL,42,42,1506,394,707,0.557,14,45,0.311,380,662,0.574,0.567,245,301,0.814,132,380,512,157,51,102,92,106,1047
109,Johnny Davis\davisjo06,SG,21,WAS,19,0,150,21,48,0.438,1,3,0.333,20,45,0.444,0.448,4,5,0.8,9,11,20,5,7,1,5,11,47
110,JD Davison\davisjd01,SG,21,BOS,2,0,6,0,1,0.0,0,1,0.0,0,0,,0.0,2,2,1.0,1,1,2,0,0,0,0,0,2
111,Dexter Dennis\dennide01,SG,24,DAL,4,0,30,10,19,0.526,1,8,0.125,9,11,0.818,0.553,1,3,0.333,1,8,9,4,0,1,3,1,22
112,DeMar DeRozan\derozde01,SF,34,CHI,42,42,1554,323,701,0.461,41,121,0.339,282,580,0.486,0.49,234,276,0.848,24,145,169,224,46,28,60,91,921
113,Moussa Diabaté\diabamo01,C,22,LAC,10,0,58,9,18,0.5,0,0,,9,18,0.5,0.5,9,12,0.75,14,6,20,4,4,0,2,4,27
114,Mamadi Diakite\diakima01,PF,27,SAS,3,0,16,4,5,0.8,0,0,,4,5,0.8,0.8,4,6,0.667,1,2,3,2,0,1,0,1,12
115,Hamidou Diallo\diallha01,SG,25,WAS,2,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,1,2,0,1,1,2
116,Gradey Dick\dickgr01,SG,20,TOR,22,1,275,26,80,0.325,16,54,0.296,10,26,0.385,0.425,15,15,1.0,7,18,25,22,9,0,14,28,83
117,Ousmane Dieng\diengou01,PF,20,OKC,22,0,250,33,78,0.423,16,52,0.308,17,26,0.654,0.526,10,12,0.833,9,32,41,19,2,0,10,16,92
118,Spencer Dinwiddie\dinwisp01,PG,30,BRK,40,40,1232,173,434,0.399,81,243,0.333,92,191,0.482,0.492,114,145,0.786,24,119,143,244,34,8,59,69,541
119,Donte DiVincenzo\divindo01,SG,27,NYK,43,25,953,169,368,0.459,112,266,0.421,57,102,0.559,0.611,37,52,0.712,31,103,134,93,48,13,47,83,487
120,Luka Dončić\doncilu01,PG,24,DAL,35,35,1287,400,824,0.485,137,364,0.376,263,460,0.572,0.569,238,306,0.778,24,265,289,321,49,21,138,60,1175
121,Luguentz Dort\dortlu01,SF,24,OKC,40,40,1151,153,331,0.462,79,186,0.425,74,145,0.51,0.582,71,87,0.816,51,107,158,54,35,31,37,123,456
122,Ayo Dosunmu\dosunay01,SG,24,CHI,42,6,972,140,292,0.479,45,120,0.375,95,172,0.552,0.557,39,48,0.813,28,78,106,89,29,15,37,80,364
123,Andre Drummond\drumman01,C,30,CHI,44,7,703,135,246,0.549,0,2,0.0,135,244,0.553,0.549,65,117,0.556,145,226,371,25,53,27,50,78,335
124,Chris Duarte\duartch01,SF,26,SAC,34,11,458,45,125,0.36,21,67,0.313,24,58,0.414,0.444,18,24,0.75,13,51,64,32,18,2,20,61,129
125,Kris Dunn\dunnkr01,PG,29,UTA,36,18,633,75,158,0.475,18,48,0.375,57,110,0.518,0.532,12,18,0.667,23,82,105,153,32,16,44,68,180
126,Kevin Durant\duranke01,PF,35,PHO,35,35,1294,362,680,0.532,79,168,0.47,283,512,0.553,0.59,218,247,0.883,17,204,221,195,30,42,113,65,1021
127,Jalen Duren\durenja01,C,20,DET,27,26,805,168,260,0.646,0,2,0.0,168,258,0.651,0.646,43,62,0.694,88,221,309,69,12,25,56,88,379
128,Tari Eason\easonta01,PF,22,HOU,22,0,480,88,189,0.466,18,50,0.36,70,139,0.504,0.513,21,33,0.636,46,107,153,27,31,19,20,51,215
129,Anthony Edwards\edwaran01,SG,22,MIN,39,39,1356,349,748,0.467,94,248,0.379,255,500,0.51,0.529,218,260,0.838,26,183,209,196,49,22,135,73,1010
130,Kessler Edwards\edwarke02,SF,23,SAC,28,0,138,17,41,0.415,9,25,0.36,8,16,0.5,0.524,3,4,0.75,5,16,21,7,2,2,1,10,46
131,Keon Ellis\elliske01,SG,24,SAC,28,3,342,36,83,0.434,26,68,0.382,10,15,0.667,0.59,11,17,0.647,9,28,37,35,14,12,15,39,109
132,Joel Embiid\embiijo01,C,29,PHI,31,31,1059,362,675,0.536,36,100,0.36,326,575,0.567,0.563,326,368,0.886,78,274,352,183,36,59,115,90,1086
133,Drew Eubanks\eubandr01,C,26,PHO,36,2,561,78,133,0.586,3,3,1.0,75,130,0.577,0.598,40,53,0.755,50,98,148,31,12,31,37,62,199
134,Dante Exum\exumda01,PG,28,DAL,30,14,586,111,193,0.575,28,62,0.452,83,131,0.634,0.648,30,40,0.75,18,69,87,86,18,5,26,48,280
135,Bruno Fernando\fernabr01,C,25,ATL,13,0,84,14,27,0.519,0,3,0.0,14,24,0.583,0.519,10,19,0.526,7,19,26,4,2,5,7,12,38
136,Dorian Finney-Smith\finnedo01,PF,30,BRK,39,28,1108,128,312,0.41,81,210,0.386,47,102,0.461,0.54,13,16,0.813,70,121,191,48,28,23,29,87,350
137,Malachi Flynn\flynnma01,PG,25,TOT,38,0,505,61,149,0.409,30,88,0.341,31,61,0.508,0.51,21,28,0.75,13,55,68,77,19,6,35,45,173
137,Malachi Flynn\flynnma01,PG,25,TOR,31,0,474,56,137,0.409,28,80,0.35,28,57,0.491,0.511,17,22,0.773,13,52,65,73,18,6,33,42,157
137,Malachi Flynn\flynnma01,PG,25,NYK,7,0,31,5,12,0.417,2,8,0.25,3,4,0.75,0.5,4,6,0.667,0,3,3,4,1,0,2,3,16
138,Simone Fontecchio\fontesi01,SF,28,UTA,42,26,959,134,298,0.45,76,195,0.39,58,103,0.563,0.577,29,37,0.784,40,99,139,59,25,16,46,72,373
139,Jordan Ford\fordjo01,PG,25,SAC,6,0,22,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1.0,0,2,2,2,0,0,1,0,12
140,Trent Forrest\forretr01,SG,25,ATL,16,0,173,15,42,0.357,2,6,0.333,13,36,0.361,0.381,8,10,0.8,5,19,24,29,5,1,9,14,40
141,Evan Fournier\fournev01,SG,31,NYK,3,0,39,4,20,0.2,2,15,0.133,2,5,0.4,0.25,2,2,1.0,0,4,4,3,4,0,1,4,12
142,De'Aaron Fox\foxde01,PG,26,SAC,35,35,1247,346,739,0.468,114,287,0.397,232,452,0.513,0.545,170,237,0.717,32,114,146,202,56,13,90,89,976
143,Javon Freeman-Liberty\freemja01,PG,24,TOR,1,0,2,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,0,1,0,0,0,0,0,2
144,Alex Fudge\fudgeal01,SF,20,LAL,4,0,14,1,6,0.167,0,2,0.0,1,4,0.25,0.167,2,2,1.0,2,0,2,0,0,0,1,1,4
145,Markelle Fultz\fultzma01,PG,25,ORL,12,6,292,47,97,0.485,0,3,0.0,47,94,0.5,0.485,5,11,0.455,15,21,36,44,14,5,16,21,99
146,Daniel Gafford\gaffoda01,C,25,WAS,37,37,969,159,232,0.685,0,0,,159,232,0.685,0.685,72,99,0.727,98,182,280,59,34,78,40,122,390
147,Danilo Gallinari\gallida01,PF-SF,35,TOT,27,0,401,58,132,0.439,21,65,0.323,37,67,0.552,0.519,52,61,0.852,12,65,77,34,6,3,12,26,189
147,Danilo Gallinari\gallida01,PF,35,WAS,26,0,385,57,131,0.435,20,64,0.313,37,67,0.552,0.511,47,56,0.839,12,64,76,31,6,3,12,26,181
147,Danilo Gallinari\gallida01,SF,35,DET,1,0,16,1,1,1.0,1,1,1.0,0,0,,1.5,5,5,1.0,0,1,1,3,0,0,0,0,8
148,Darius Garland\garlada01,PG,24,CLE,20,20,680,151,321,0.47,36,104,0.346,115,217,0.53,0.526,76,91,0.835,12,43,55,118,32,4,76,31,414
149,Usman Garuba\garubus01,PF,21,GSW,2,0,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,1,1,0,0,1,0
150,Luka Garza\garzalu01,C,25,MIN,8,0,22,5,16,0.313,0,5,0.0,5,11,0.455,0.313,5,8,0.625,4,4,8,2,0,0,2,7,15
151,Kaiser Gates\gateska01,SF,27,NOP,1,0,7,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0
152,Keyonte George\georgke01,PG,20,UTA,38,16,922,130,349,0.372,65,197,0.33,65,152,0.428,0.466,87,108,0.806,13,94,107,165,17,3,79,39,412
153,Paul George\georgpa01,PF,33,LAC,39,39,1358,324,698,0.464,141,337,0.418,183,361,0.507,0.565,133,146,0.911,24,193,217,142,63,13,81,115,922
154,Taj Gibson\gibsota01,PF,38,NYK,10,0,97,7,14,0.5,0,4,0.0,7,10,0.7,0.5,0,0,,6,12,18,5,1,6,2,20,14
155,Josh Giddey\giddejo01,SG,21,OKC,41,41,1023,198,437,0.453,40,116,0.345,158,321,0.492,0.499,49,60,0.817,55,201,256,190,31,18,89,53,485
