Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
397,Paul Reed\reedpa01,C,24,PHI,41,8,15.4,2.4,4.4,0.55,0.1,0.5,0.316,2.3,3.9,0.578,0.567,0.6,0.9,0.722,1.9,2.8,4.6,1.2,0.6,0.7,0.8,2.2,5.6
398,Naz Reid\reidna01,C,24,MIN,42,0,22.6,4.9,9.6,0.506,2.0,4.8,0.414,2.9,4.8,0.599,0.61,1.2,1.5,0.794,1.0,3.7,4.7,1.0,0.8,0.7,1.3,2.0,13.0
399,Jared Rhoden\rhodeja01,SG,24,DET,5,0,6.0,1.0,1.8,0.556,0.2,0.8,0.25,0.8,1.0,0.8,0.611,0.4,0.4,1.0,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
400,Nick Richards\richani01,C,26,CHO,32,19,24.3,3.4,5.1,0.675,0.0,0.0,,3.4,5.1,0.675,0.675,1.8,2.4,0.763,2.4,5.2,7.6,0.8,0.4,1.3,0.9,2.7,8.7
401,Josh Richardson\richajo01,SG,30,MIA,34,4,26.2,3.4,8.0,0.428,1.5,4.3,0.345,1.9,3.7,0.524,0.52,1.3,1.4,0.938,0.4,2.3,2.7,2.5,0.6,0.4,1.0,1.8,9.6
402,Duncan Robinson\robindu01,SF,29,MIA,41,17,28.6,4.8,10.4,0.458,2.9,7.0,0.411,1.9,3.4,0.553,0.595,1.4,1.6,0.875,0.3,2.3,2.6,3.0,0.6,0.2,1.4,2.2,13.7
403,Jerome Robinson\robinje01,SG,26,GSW,6,0,3.8,0.0,1.2,0.0,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.7,1.0,0.667,0.2,0.3,0.5,0.2,0.0,0.2,0.0,0.2,0.7
404,Mitchell Robinson\robinmi01,C,25,NYK,21,21,29.2,2.8,4.7,0.592,0.0,0.0,,2.8,4.7,0.592,0.592,0.7,1.8,0.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2
405,Orlando Robinson\robinor01,C,23,MIA,18,7,12.3,1.7,3.3,0.525,0.4,0.7,0.583,1.3,2.6,0.511,0.585,0.6,0.9,0.688,1.0,2.3,3.3,1.5,0.3,0.4,0.7,1.6,4.4
406,Jeremiah Robinson-Earl\robinje02,PF,23,NOP,17,1,11.5,1.6,3.0,0.529,0.5,1.1,0.421,1.1,1.9,0.594,0.608,0.4,0.4,1.0,0.6,2.0,2.6,0.5,0.4,0.2,0.5,0.8,4.0
407,David Roddy\roddyda01,PF,22,MEM,39,9,22.4,3.1,7.4,0.413,1.0,3.2,0.312,2.1,4.2,0.491,0.481,0.9,1.3,0.714,0.9,2.8,3.7,1.4,0.5,0.2,0.9,1.4,8.0
408,Ryan Rollins\rolliry01,PG,21,WAS,10,0,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.1,2.2,0.5,0.56,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
409,Derrick Rose\rosede01,PG,35,MEM,17,7,17.9,3.3,7.5,0.438,0.6,1.9,0.333,2.6,5.6,0.474,0.48,1.1,1.2,0.905,0.4,1.4,1.8,3.4,0.4,0.1,1.3,1.1,8.4
410,Terry Rozier\roziete01,SG,29,CHO,29,29,35.5,8.5,18.5,0.46,2.9,7.8,0.367,5.7,10.7,0.527,0.537,3.7,4.4,0.85,0.6,3.4,4.0,6.7,1.1,0.4,2.1,1.8,23.6
411,Rayan Rupert\ruperra01,SG,19,POR,14,0,7.5,1.0,2.9,0.35,0.4,1.1,0.375,0.6,1.7,0.333,0.425,0.4,0.6,0.625,0.4,0.9,1.4,0.7,0.1,0.0,0.4,0.4,2.8
412,D'Angelo Russell\russeda01,PG,27,LAL,40,33,29.7,6.2,12.8,0.481,2.4,5.7,0.412,3.8,7.1,0.537,0.573,1.6,2.1,0.78,0.3,2.4,2.7,6.1,0.8,0.5,1.9,2.0,16.3
413,Matt Ryan\ryanma01,SF,26,NOP,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1.0,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
414,Domantas Sabonis\sabondo01,C,27,SAC,41,41,35.2,8.1,13.2,0.614,0.5,1.1,0.413,7.6,12.1,0.632,0.631,3.5,5.2,0.668,3.3,9.3,12.6,8.0,0.8,0.6,3.3,3.2,20.1
415,Luka Šamanić\samanlu01,PF,24,UTA,19,0,6.4,1.1,2.9,0.382,0.3,1.1,0.25,0.8,1.8,0.457,0.427,0.6,0.7,0.846,0.4,1.6,2.0,0.2,0.1,0.1,0.5,0.7,3.1
416,Jermaine Samuels\samueje01,SF,25,HOU,6,0,6.3,0.8,1.2,0.714,0.0,0.3,0.0,0.8,0.8,1.0,0.714,0.3,0.3,1.0,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0
417,Adama Sanogo\sanogad01,PF,21,CHI,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.7,1.0,0.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7
418,Gui Santos\santogu01,PF,21,GSW,5,0,6.4,0.8,2.0,0.4,0.2,1.2,0.167,0.6,0.8,0.75,0.45,1.2,1.2,1.0,0.8,1.4,2.2,0.4,0.0,0.0,0.4,0.6,3.0
419,Dario Šarić\saricda01,C,29,GSW,40,7,20.9,3.6,7.6,0.48,1.5,3.9,0.396,2.1,3.7,0.568,0.581,1.7,2.0,0.85,1.4,4.3,5.7,2.4,0.6,0.2,1.3,2.2,10.5
420,Olivier Sarr\sarrol01,C,24,OKC,9,0,7.6,0.7,1.2,0.545,0.2,0.6,0.4,0.4,0.7,0.667,0.636,0.7,0.9,0.75,0.7,2.2,2.9,0.2,0.0,0.6,0.2,1.6,2.2
421,Marcus Sasser\sassema01,PG,23,DET,38,0,15.2,2.6,5.5,0.464,1.0,2.5,0.415,1.5,3.0,0.504,0.557,0.6,0.7,0.889,0.2,1.4,1.6,2.6,0.6,0.2,0.8,1.3,6.8
422,Admiral Schofield\schofad01,PF,26,ORL,11,0,4.0,0.5,1.2,0.385,0.2,0.7,0.25,0.3,0.5,0.6,0.462,0.0,0.2,0.0,0.1,0.5,0.5,0.4,0.0,0.0,0.4,0.6,1.1
423,Dennis Schröder\schrode01,PG,30,TOR,43,31,31.2,5.0,11.1,0.453,1.6,4.4,0.36,3.5,6.7,0.514,0.524,2.3,2.7,0.853,0.4,2.2,2.7,6.4,0.8,0.1,1.5,2.1,14.0
424,Dereon Seabron\seabrde01,SG,23,NOP,5,0,10.4,0.8,2.6,0.308,0.2,0.4,0.5,0.6,2.2,0.273,0.346,1.0,1.2,0.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
425,Alperen Şengün\sengual01,C,21,HOU,42,42,32.6,8.7,16.1,0.538,0.6,2.0,0.282,8.1,14.1,0.575,0.556,4.0,5.6,0.718,2.7,6.5,9.2,5.0,1.2,0.8,2.6,3.3,22.0
426,Brice Sensabaugh\sensabr01,SF,20,UTA,4,0,3.0,0.5,1.5,0.333,0.3,0.5,0.5,0.3,1.0,0.25,0.417,0.0,0.0,,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3
427,Collin Sexton\sextoco01,SG,25,UTA,44,21,24.2,5.9,12.2,0.486,1.5,3.9,0.376,4.4,8.2,0.539,0.547,4.1,4.7,0.888,0.9,1.7,2.6,4.0,0.7,0.2,1.8,2.1,17.4
428,Landry Shamet\shamela01,SG,26,WAS,26,0,15.5,3.0,6.3,0.473,1.4,3.5,0.391,1.6,2.8,0.575,0.582,0.8,1.1,0.724,0.2,1.0,1.2,1.4,0.6,0.3,0.7,1.8,8.2
429,Day'Ron Sharpe\sharpda01,C,22,BRK,37,1,16.0,3.0,5.2,0.575,0.0,0.2,0.143,3.0,5.0,0.591,0.578,1.5,2.4,0.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5
430,Shaedon Sharpe\sharpsh01,SG,20,POR,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9
431,Ben Sheppard\sheppbe01,SG,22,IND,21,0,9.1,1.0,2.8,0.362,0.5,1.8,0.297,0.5,1.0,0.476,0.457,0.4,0.6,0.75,0.3,0.8,1.0,0.8,0.5,0.0,0.0,1.1,3.0
432,Pascal Siakam\siakapa01,PF,29,TOT,41,41,34.6,8.3,15.9,0.522,1.2,3.7,0.318,7.1,12.2,0.584,0.559,4.2,5.6,0.749,1.4,4.9,6.2,4.9,0.8,0.2,2.1,2.4,22.0
432,Pascal Siakam\siakapa01,PF,29,TOR,39,39,34.7,8.3,16.0,0.522,1.2,3.7,0.317,7.2,12.3,0.584,0.559,4.3,5.7,0.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2
432,Pascal Siakam\siakapa01,PF,29,IND,2,2,32.0,7.5,14.0,0.536,1.0,3.0,0.333,6.5,11.0,0.591,0.571,2.0,4.0,0.5,1.0,4.0,5.0,5.0,0.5,0.0,2.0,5.5,18.0
433,Ben Simmons\simmobe01,PG,27,BRK,6,6,31.8,3.2,6.0,0.528,0.0,0.0,,3.2,6.0,0.528,0.528,0.2,0.7,0.25,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
434,Anfernee Simons\simonan01,SG,24,POR,20,20,32.9,7.8,18.4,0.422,3.3,8.5,0.385,4.5,9.9,0.455,0.511,4.0,4.5,0.899,0.5,3.0,3.4,4.8,0.5,0.1,2.4,1.9,22.8
435,Jericho Sims\simsje01,C,25,NYK,19,5,6.3,0.5,0.8,0.667,0.0,0.0,,0.5,0.8,0.667,0.667,0.2,0.3,0.6,0.3,1.1,1.4,0.2,0.1,0.1,0.2,0.7,1.2
436,Dmytro Skapintsev\skapidm01,C,25,NYK,2,0,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Jalen Slawson\slawsja01,SF,24,SAC,5,0,3.8,0.4,0.6,0.667,0.0,0.2,0.0,0.4,0.4,1.0,0.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8
438,Javonte Smart\smartja01,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Marcus Smart\smartma01,PG,29,MEM,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
440,Dennis Smith Jr.\smithde03,PG,26,BRK,27,1,19.7,2.9,6.7,0.434,0.6,2.0,0.291,2.3,4.7,0.496,0.478,1.0,1.2,0.813,1.0,2.3,3.3,4.1,1.1,0.2,1.1,2.4,7.4
441,Dru Smith\smithdr01,SG,26,MIA,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
442,Ish Smith\smithis01,PG,35,CHO,33,2,16.7,1.7,3.7,0.455,0.1,0.2,0.333,1.6,3.5,0.461,0.463,0.1,0.1,0.75,0.3,1.4,1.7,3.1,0.3,0.1,1.2,0.9,3.5
443,Jabari Smith Jr.\smithja05,PF,20,HOU,40,40,31.7,5.0,10.6,0.474,1.7,4.5,0.382,3.3,6.2,0.541,0.554,1.9,2.4,0.809,2.0,6.8,8.7,1.5,0.6,0.8,1.2,2.9,13.7
444,Jalen Smith\smithja04,C,23,IND,30,12,17.8,3.9,6.2,0.631,1.1,2.3,0.5,2.8,4.0,0.706,0.722,1.4,1.9,0.719,1.5,4.0,5.5,1.1,0.2,0.5,0.9,2.3,10.4
445,Nick Smith Jr.\smithni01,SG,19,CHO,25,0,15.0,2.5,6.1,0.414,1.3,3.0,0.446,1.2,3.1,0.385,0.523,0.1,0.2,0.75,0.6,1.1,1.7,1.1,0.1,0.3,0.9,1.1,6.5
446,Terquavion Smith\smithte01,PG,21,PHI,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
447,Jeremy Sochan\sochaje01,PF,20,SAS,42,41,29.4,4.4,10.0,0.439,1.0,2.7,0.375,3.4,7.4,0.463,0.489,1.6,2.0,0.791,1.6,4.0,5.6,4.0,0.7,0.4,1.9,2.5,11.4
448,Jaden Springer\sprinja01,SG,21,PHI,24,0,9.9,1.1,3.2,0.351,0.2,1.0,0.2,0.9,2.2,0.423,0.383,0.5,0.8,0.722,0.8,0.6,1.4,0.9,0.5,0.4,0.8,1.4,3.0
449,Lamar Stevens\stevela01,PF,26,BOS,16,1,6.4,0.9,2.1,0.441,0.1,0.4,0.286,0.8,1.7,0.481,0.471,0.4,0.5,0.75,0.5,0.9,1.4,0.4,0.4,0.3,0.4,0.8,2.4
450,Isaiah Stewart\stewais01,PF,22,DET,31,31,30.6,4.0,8.6,0.466,1.5,3.8,0.385,2.6,4.9,0.53,0.55,1.3,1.7,0.736,1.8,5.1,6.9,1.8,0.3,0.7,1.6,2.5,10.8
451,Julian Strawther\strawju01,SF,21,DEN,33,0,13.9,2.2,5.6,0.384,1.1,3.5,0.322,1.0,2.1,0.486,0.484,0.5,0.7,0.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.9
452,Max Strus\strusma01,SF,27,CLE,40,40,33.2,4.6,11.6,0.4,2.6,7.7,0.336,2.1,3.9,0.526,0.511,1.1,1.3,0.811,0.8,4.2,4.9,3.8,0.9,0.6,1.7,2.7,12.9
453,Jalen Suggs\suggsja01,SG,22,ORL,39,39,26.7,4.6,10.2,0.456,2.0,5.2,0.389,2.6,5.0,0.526,0.555,1.7,2.3,0.773,0.7,2.6,3.4,2.4,1.3,0.7,1.9,2.9,13.1
454,Cole Swider\swideco01,SF,24,MIA,8,0,4.8,1.1,2.4,0.474,0.6,1.8,0.357,0.5,0.6,0.8,0.605,0.0,0.0,,0.1,0.1,0.3,0.4,0.1,0.1,0.4,0.1,2.9
455,Jae'Sean Tate\tateja01,SF,28,HOU,40,9,18.6,1.9,3.9,0.477,0.5,1.5,0.295,1.4,2.4,0.596,0.535,0.5,0.7,0.714,1.1,2.4,3.5,1.1,0.7,0.2,0.4,2.5,4.7
456,Jayson Tatum\tatumja01,PF,25,BOS,40,40,35.8,9.0,19.3,0.467,3.0,8.3,0.363,6.0,11.0,0.545,0.545,5.6,7.0,0.809,0.9,7.4,8.3,4.4,1.0,0.5,2.6,2.1,26.7
457,Terry Taylor\taylote01,PF,24,CHI,16,0,6.8,0.8,1.4,0.591,0.0,0.3,0.0,0.8,1.1,0.765,0.591,0.1,0.1,1.0,0.8,0.5,1.3,0.3,0.2,0.1,0.4,0.8,1.7
458,Garrett Temple\templga01,SG,37,TOR,11,0,4.1,0.5,1.2,0.462,0.2,0.5,0.4,0.4,0.7,0.5,0.538,0.4,0.4,1.0,0.3,0.5,0.7,0.5,0.2,0.0,0.2,0.3,1.6
459,Dalen Terry\terryda01,SG,21,CHI,28,1,10.1,0.8,2.0,0.368,0.3,1.2,0.206,0.5,0.8,0.609,0.43,0.5,0.7,0.75,0.4,1.4,1.7,1.2,0.2,0.3,0.6,1.2,2.3
460,Daniel Theis\theisda01,C,31,TOT,31,1,16.8,2.6,5.0,0.519,0.4,1.0,0.433,2.2,4.1,0.54,0.561,0.9,1.2,0.73,1.6,2.0,3.6,0.8,0.5,0.9,0.7,2.3,6.5
460,Daniel Theis\theisda01,C,31,IND,1,0,8.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
460,Daniel Theis\theisda01,C,31,LAC,30,1,17.1,2.7,5.1,0.526,0.4,1.0,0.448,2.2,4.1,0.545,0.569,0.9,1.2,0.73,1.7,2.1,3.7,0.9,0.5,1.0,0.7,2.3,6.7
461,Cam Thomas\thomaca02,SG,22,BRK,33,20,28.6,7.5,17.3,0.437,1.9,5.5,0.352,5.6,11.8,0.477,0.493,3.5,4.4,0.807,0.2,2.3,2.5,2.4,0.5,0.3,1.6,1.9,20.6
462,Amen Thompson\thompam01,SF,21,HOU,23,1,16.4,2.4,5.3,0.455,0.2,1.3,0.133,2.2,4.0,0.56,0.471,1.3,1.9,0.682,1.0,3.1,4.1,2.0,1.0,0.3,1.2,1.9,6.3
463,Ausar Thompson\thompau01,SF,21,DET,42,24,23.9,3.5,7.6,0.465,0.3,1.7,0.155,3.3,5.9,0.555,0.483,1.2,1.9,0.654,2.2,4.7,6.9,2.0,0.9,1.0,1.4,3.0,8.5
464,Klay Thompson\thompkl01,SF,33,GSW,39,39,30.4,6.0,14.2,0.424,3.3,8.6,0.386,2.7,5.6,0.484,0.542,1.9,2.1,0.902,0.6,2.9,3.5,2.4,0.5,0.5,1.7,1.8,17.3
465,Tristan Thompson\thomptr01,PF,32,CLE,35,0,12.1,1.7,2.5,0.67,0.0,0.0,0.0,1.7,2.5,0.678,0.67,0.4,1.1,0.325,1.7,2.2,3.9,1.1,0.2,0.3,0.6,1.4,3.7
466,JT Thor\thorjt01,PF,21,CHO,34,1,14.7,1.3,3.6,0.355,0.5,1.6,0.296,0.8,2.1,0.4,0.419,0.1,0.2,0.429,1.1,1.7,2.8,0.4,0.2,0.4,0.2,1.1,3.1
467,Matisse Thybulle\thybuma01,SF,26,POR,40,14,22.6,1.9,4.6,0.412,1.3,3.6,0.366,0.6,0.9,0.595,0.558,0.3,0.4,0.813,0.4,1.5,1.9,1.1,1.6,0.9,0.5,1.2,5.4
468,Xavier Tillman Sr.\tillmxa01,C,25,MEM,29,12,20.7,2.7,6.4,0.412,0.4,1.7,0.224,2.3,4.8,0.478,0.441,0.4,1.1,0.394,1.7,3.1,4.8,1.7,1.2,1.0,0.9,1.6,6.1
469,Jacob Toppin\toppija01,SF,23,NYK,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
470,Obi Toppin\toppiob01,PF,25,IND,43,28,23.4,4.4,7.6,0.583,1.3,3.3,0.408,3.1,4.3,0.717,0.672,1.1,1.4,0.77,1.0,2.9,3.9,1.6,0.5,0.5,0.7,2.1,11.3
471,Juan Toscano-Anderson\toscaju01,SF,30,SAC,11,0,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.2,0.7,0.25,0.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6
472,Karl-Anthony Towns\townska01,PF,28,MIN,41,41,32.9,7.7,15.0,0.511,2.0,4.7,0.43,5.6,10.3,0.547,0.578,4.2,4.7,0.896,1.5,7.4,8.9,3.0,0.8,0.5,2.8,3.4,21.6
473,Gary Trent Jr.\trentga02,SG,25,TOR,38,8,25.9,4.3,10.1,0.426,2.3,5.6,0.415,2.0,4.6,0.439,0.54,0.7,1.1,0.651,0.3,1.9,2.2,1.6,0.8,0.1,0.6,1.2,11.7
474,Oscar Tshiebwe\tshieos01,PF,24,IND,6,0,5.7,1.3,2.7,0.5,0.0,0.0,,1.3,2.7,0.5,0.5,0.8,1.0,0.833,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,3.5
475,P.J. Tucker\tuckepj01,PF,38,TOT,15,3,15.9,0.4,1.3,0.316,0.3,1.1,0.313,0.1,0.2,0.333,0.447,0.2,0.2,1.0,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
475,P.J. Tucker\tuckepj01,PF,38,PHI,3,3,22.0,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,,0.6,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
475,P.J. Tucker\tuckepj01,PF,38,LAC,12,0,14.4,0.3,1.2,0.286,0.3,0.9,0.273,0.1,0.3,0.333,0.393,0.3,0.3,1.0,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
476,Myles Turner\turnemy01,C,27,IND,42,42,27.5,6.2,11.8,0.528,1.4,4.0,0.347,4.8,7.8,0.623,0.588,3.5,4.3,0.801,1.8,5.4,7.1,1.3,0.5,2.0,1.5,3.1,17.3
477,Hunter Tyson\tysonhu01,PF,23,DEN,8,0,2.5,0.1,0.5,0.25,0.0,0.4,0.0,0.1,0.1,1.0,0.25,0.0,0.0,,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.6,0.3
478,Stanley Umude\umudest01,SG,24,DET,15,0,10.3,1.3,2.9,0.455,0.9,1.8,0.519,0.4,1.1,0.353,0.614,1.4,1.5,0.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0
479,Jonas Valančiūnas\valanjo01,C,31,NOP,43,43,26.5,5.4,9.5,0.567,0.7,1.8,0.368,4.7,7.7,0.613,0.601,2.4,3.0,0.814,2.6,7.0,9.6,2.3,0.5,1.2,1.4,3.1,13.9
480,Jarred Vanderbilt\vandeja01,PF,24,LAL,23,5,19.1,1.4,3.1,0.458,0.2,1.0,0.227,1.2,2.2,0.56,0.493,0.5,0.8,0.579,1.3,3.3,4.5,1.0,0.9,0.1,0.7,1.5,3.6
481,Fred VanVleet\vanvlfr01,PG,29,HOU,40,40,37.0,5.7,14.0,0.406,3.1,7.9,0.388,2.6,6.1,0.43,0.516,2.8,3.2,0.867,0.4,3.4,3.8,8.5,1.0,0.8,1.6,2.2,17.3
482,Devin Vassell\vassede01,SG,23,SAS,37,31,30.8,6.5,14.2,0.457,2.5,6.8,0.365,4.0,7.4,0.542,0.545,2.3,2.8,0.8,0.4,3.1,3.5,3.3,1.2,0.2,1.3,1.0,17.8
483,Sasha Vezenkov\vezenal01,PF,28,SAC,32,0,12.9,2.2,4.8,0.448,1.1,2.9,0.366,1.1,1.9,0.574,0.558,0.2,0.3,0.7,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.6
484,Gabe Vincent\vincega01,PG,27,LAL,5,0,25.4,2.4,6.4,0.375,0.4,3.4,0.118,2.0,3.0,0.667,0.406,0.2,0.4,0.5,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
485,Nikola Vučević\vucevni01,C,33,CHI,39,37,33.6,7.2,15.5,0.468,1.1,4.0,0.268,6.2,11.4,0.538,0.502,1.3,1.5,0.864,2.6,7.9,10.5,3.5,0.7,0.7,1.6,2.6,16.8
486,Dean Wade\wadede01,PF,27,CLE,33,26,22.0,1.9,4.5,0.416,1.5,3.8,0.386,0.4,0.7,0.591,0.581,0.5,0.6,0.789,0.9,3.6,4.5,0.9,0.9,0.2,0.5,2.1,5.7
487,Franz Wagner\wagnefr01,SF,22,ORL,35,35,33.2,7.7,16.4,0.467,1.4,4.8,0.292,6.3,11.6,0.539,0.51,4.1,4.8,0.856,1.1,4.7,5.7,3.9,1.1,0.3,1.8,2.3,20.8
488,Moritz Wagner\wagnemo01,C,26,ORL,41,1,19.0,4.3,7.2,0.593,0.5,1.7,0.3,3.8,5.5,0.683,0.628,2.1,2.7,0.793,1.6,3.0,4.6,1.3,0.5,0.3,1.2,2.2,11.2
489,Ish Wainright\wainris01,SF,29,POR,7,0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.0,0.3,0.0,0.5,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
490,Jabari Walker\walkeja01,SF,21,POR,38,4,20.4,3.0,6.2,0.487,0.6,1.8,0.3,2.5,4.4,0.566,0.532,1.9,2.4,0.763,1.8,4.1,5.9,0.9,0.7,0.4,0.9,2.3,8.5
491,Jarace Walker\walkeja02,PF,20,IND,15,0,11.0,1.9,4.3,0.438,0.8,2.0,0.4,1.1,2.3,0.471,0.531,0.4,0.5,0.857,0.5,1.3,1.9,1.3,0.6,0.3,0.5,1.0,4.9
492,Lonnie Walker IV\walkelo01,SG,25,BRK,24,0,18.8,4.6,9.2,0.498,2.3,4.9,0.475,2.3,4.3,0.524,0.624,1.2,1.6,0.763,0.2,2.2,2.3,1.4,0.6,0.4,1.2,1.1,12.7
493,Cason Wallace\wallaca01,SG,20,OKC,42,7,21.3,2.6,5.1,0.507,1.1,2.6,0.414,1.5,2.4,0.608,0.615,0.5,0.5,0.826,0.6,1.6,2.2,1.4,0.7,0.5,0.5,1.7,6.7
494,Jordan Walsh\walshjo01,SF,19,BOS,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
495,P.J. Washington\washipj01,PF,25,CHO,34,15,28.4,4.7,11.1,0.425,1.7,5.5,0.317,3.0,5.7,0.528,0.503,1.5,1.9,0.758,1.3,3.9,5.2,2.1,0.9,0.7,1.5,2.7,12.7
496,TyTy Washington Jr.\washity02,PG,22,MIL,2,0,3.0,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5
497,Yuta Watanabe\watanyu01,SF,29,PHO,25,0,14.6,1.2,3.7,0.337,0.9,2.9,0.315,0.3,0.8,0.421,0.462,0.4,0.6,0.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.8
498,Lindy Waters III\waterli01,SG,26,OKC,15,0,7.5,1.1,2.5,0.421,1.0,2.4,0.417,0.1,0.1,0.5,0.618,0.0,0.0,,0.1,0.7,0.8,0.7,0.0,0.1,0.1,0.7,3.1
499,Trendon Watford\watfotr01,PF,23,BRK,31,0,12.2,2.3,4.4,0.533,0.3,0.9,0.357,2.0,3.5,0.579,0.57,0.8,0.9,0.828,0.9,1.9,2.9,1.6,0.5,0.2,0.8,1.6,5.7
500,Peyton Watson\watsope01,SF,21,DEN,42,2,17.4,2.5,5.4,0.471,0.7,2.0,0.341,1.9,3.4,0.549,0.535,1.0,1.4,0.702,0.5,2.1,2.6,1.0,0.5,0.9,0.5,1.6,6.7
501,Victor Wembanyama\wembavi01,C,20,SAS,36,36,28.5,7.4,16.1,0.462,1.5,5.0,0.296,5.9,11.1,0.536,0.508,3.6,4.6,0.799,2.1,8.0,10.1,2.9,1.1,3.2,3.3,2.3,19.9
502,Blake Wesley\weslebl01,SG,20,SAS,21,0,9.6,1.3,2.7,0.5,0.0,0.5,0.0,1.3,2.1,0.622,0.5,0.4,0.9,0.5,0.2,0.7,1.0,1.9,0.3,0.0,0.4,1.3,3.1
503,Russell Westbrook\westbru01,PG,35,LAC,41,10,23.3,4.5,9.7,0.465,0.7,2.3,0.284,3.8,7.3,0.522,0.499,1.5,2.4,0.649,1.6,4.3,5.9,4.8,1.1,0.4,2.2,1.9,11.2
504,Coby White\whiteco01,PG,23,CHI,44,44,35.5,6.6,14.6,0.455,2.8,7.0,0.397,3.8,7.5,0.509,0.551,2.5,3.1,0.816,0.5,4.0,4.5,4.9,0.7,0.3,2.1,2.4,18.6
505,Derrick White\whitede01,SG,29,BOS,39,39,32.2,5.5,11.7,0.472,2.7,6.6,0.411,2.8,5.1,0.55,0.587,2.4,2.7,0.904,0.7,3.4,4.1,4.9,1.1,1.2,1.7,2.2,16.2
