Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa\achiupr01,C-PF,24,TOT,36,579,14.7,0.526,0.251,0.222,13.2,21.7,17.4,11.3,1.6,2.9,14.3,19.5,,0.1,0.7,0.9,0.071,,-1.7,0.1,-1.6,0.1
1,Precious Achiuwa\achiupr01,C,24,TOR,25,437,15.0,0.512,0.276,0.247,12.4,22.3,17.2,14.1,1.8,2.4,13.3,21.3,,0.0,0.5,0.5,0.059,,-1.4,0.0,-1.4,0.1
1,Precious Achiuwa\achiupr01,PF,24,NYK,11,142,13.8,0.593,0.135,0.108,15.7,20.0,17.9,2.9,1.0,4.5,18.8,14.2,,0.1,0.2,0.3,0.105,,-2.8,0.6,-2.3,0.0
2,Bam Adebayo\adebaba01,C,26,MIA,33,1155,20.1,0.57,0.019,0.461,7.3,27.1,17.1,20.7,1.5,2.4,12.1,27.1,,1.3,1.9,3.2,0.133,,0.8,1.3,2.0,1.2
3,Ochai Agbaji\agbajoc01,SG,23,UTA,44,883,8.5,0.541,0.584,0.088,4.2,9.6,6.9,6.1,1.4,2.6,12.0,12.5,,0.1,0.6,0.7,0.039,,-2.5,-0.1,-2.6,-0.1
4,Santi Aldama\aldamsa01,PF,23,MEM,32,743,13.2,0.531,0.509,0.188,5.4,21.5,13.2,11.4,1.4,3.1,10.4,20.0,,-0.1,1.1,0.9,0.061,,-0.9,0.6,-0.3,0.3
5,Nickeil Alexander-Walker\alexani01,SG,25,MIN,42,936,9.4,0.549,0.667,0.098,2.2,6.6,4.6,14.5,1.9,2.4,14.4,13.4,,0.2,1.5,1.7,0.09,,-1.9,2.1,0.2,0.5
6,Grayson Allen\allengr01,SG,28,PHO,37,1233,14.2,0.69,0.625,0.206,2.8,11.1,7.2,12.3,1.4,1.7,12.5,14.9,,2.3,1.0,3.3,0.129,,1.4,-0.4,1.0,0.9
7,Jarrett Allen\allenja01,C,25,CLE,35,1061,22.1,0.695,0.003,0.384,12.7,24.3,18.6,14.3,1.5,3.2,14.3,17.6,,3.1,2.0,5.1,0.23,,1.9,2.0,3.9,1.6
8,Jose Alvarado\alvarjo01,PG,25,NOP,26,428,12.9,0.531,0.561,0.2,3.1,11.3,7.2,15.2,2.8,2.3,10.6,18.9,,0.1,0.6,0.8,0.086,,-1.1,1.4,0.3,0.2
9,Kyle Anderson\anderky01,PF,30,MIN,42,951,11.7,0.522,0.127,0.355,3.6,13.3,8.8,23.4,1.7,2.5,18.0,14.8,,0.3,1.7,2.1,0.104,,-2.0,2.7,0.7,0.6
10,Giannis Antetokounmpo\antetgi01,PF,29,MIL,40,1409,29.5,0.649,0.091,0.605,8.8,25.9,17.7,28.5,1.8,2.5,13.3,33.3,,4.9,1.8,6.8,0.231,,6.1,1.6,7.7,3.4
11,Thanasis Antetokounmpo\antetth01,PF,31,MIL,17,74,4.1,0.5,0.0,0.0,6.2,5.7,5.9,14.6,1.3,3.3,36.4,12.6,,-0.1,0.0,-0.1,-0.037,,-7.6,-0.6,-8.2,-0.1
12,Cole Anthony\anthoco01,PG,23,ORL,42,1028,14.8,0.55,0.351,0.349,4.8,14.9,9.8,20.3,1.6,1.9,13.4,24.2,,0.6,1.5,2.1,0.096,,-0.7,0.6,-0.1,0.5
13,OG Anunoby\anunoog01,SF,26,TOT,38,1304,13.0,0.609,0.484,0.164,3.2,10.7,6.9,9.3,1.5,1.8,10.8,17.2,,1.2,1.1,2.3,0.085,,-0.6,0.2,-0.5,0.5
13,OG Anunoby\anunoog01,SF,26,TOR,27,900,12.6,0.598,0.508,0.143,2.9,10.3,6.5,11.1,1.5,1.3,11.2,18.2,,0.6,0.6,1.2,0.063,,-0.9,-0.5,-1.4,0.1
13,OG Anunoby\anunoog01,SF,26,NYK,11,404,13.8,0.638,0.419,0.222,3.9,11.6,7.8,5.2,1.6,3.0,9.8,14.9,,0.6,0.5,1.1,0.133,,-0.1,1.7,1.6,0.4
14,Ryan Arcidiacono\arcidry01,PG,29,NYK,16,36,0.2,0.0,1.0,0.0,0.0,21.3,10.7,12.8,1.4,0.0,0.0,5.9,,-0.1,0.0,0.0,-0.026,,-10.0,1.7,-8.3,-0.1
15,Deni Avdija\avdijde01,SF,23,WAS,42,1146,14.6,0.585,0.29,0.308,3.9,20.5,12.1,19.3,1.5,1.1,14.3,18.8,,0.9,0.7,1.6,0.067,,-1.0,-0.2,-1.2,0.2
16,Deandre Ayton\aytonde01,C,25,POR,26,813,15.1,0.555,0.0,0.127,10.9,27.6,18.6,7.7,1.7,2.0,14.8,18.2,,0.1,0.9,1.1,0.064,,-2.4,-0.4,-2.8,-0.2
17,Udoka Azubuike\azubuud01,C,24,PHO,11,91,14.7,0.719,0.0,0.474,12.0,19.3,15.8,4.7,0.0,5.9,14.8,12.8,,0.2,0.1,0.3,0.132,,-2.4,0.1,-2.2,0.0
18,Ibou Badji\badjiib01,C,21,POR,12,163,9.4,0.595,0.0,0.4,11.5,19.3,15.2,6.5,0.6,9.5,33.8,6.9,,0.0,0.2,0.2,0.067,,-7.2,2.0,-5.2,-0.1
19,Marvin Bagley III\baglema01,C-PF,24,TOT,29,570,18.3,0.621,0.04,0.329,12.1,16.9,14.4,8.6,0.7,2.4,11.7,21.5,,1.0,0.2,1.2,0.098,,0.5,-1.9,-1.4,0.1
19,Marvin Bagley III\baglema01,C,24,DET,26,478,18.0,0.638,0.033,0.337,10.5,17.4,13.8,8.7,0.5,2.4,12.2,20.8,,0.9,0.1,1.0,0.099,,0.4,-1.8,-1.3,0.1
19,Marvin Bagley III\baglema01,PF,24,WAS,3,92,20.1,0.553,0.068,0.295,20.6,14.2,17.4,8.3,1.5,2.7,9.1,25.1,,0.1,0.0,0.2,0.091,,0.6,-2.3,-1.7,0.0
20,Amari Bailey\baileam01,PG,19,CHO,2,11,3.7,0.363,0.333,0.333,19.2,0.0,10.1,0.0,0.0,0.0,12.7,30.9,,-0.1,0.0,-0.1,-0.247,,-5.5,-8.4,-13.9,0.0
21,Patrick Baldwin Jr.\baldwpa01,SF,21,WAS,13,102,10.9,0.596,0.533,0.333,5.1,24.6,14.7,7.6,0.5,2.4,12.7,16.3,,0.1,0.1,0.1,0.053,,-3.3,-1.1,-4.4,-0.1
22,LaMelo Ball\ballla01,PG,22,CHO,19,621,21.7,0.581,0.473,0.255,4.4,14.2,9.1,41.1,2.7,0.6,15.5,33.7,,0.7,0.4,1.1,0.087,,4.4,-0.3,4.2,1.0
23,Mo Bamba\bambamo01,C,25,PHI,24,215,21.3,0.636,0.254,0.296,17.1,20.3,18.7,8.7,2.3,7.7,15.7,18.9,,0.4,0.5,0.9,0.196,,0.8,1.4,2.2,0.2
24,Paolo Banchero\banchpa01,PF,21,ORL,43,1501,16.6,0.536,0.222,0.404,3.9,19.5,11.6,22.7,1.4,1.6,13.1,29.8,,0.0,2.2,2.2,0.071,,0.6,0.1,0.8,1.0
25,Desmond Bane\banede01,SG,25,MEM,37,1277,18.9,0.597,0.46,0.201,2.8,12.0,7.3,28.0,1.4,1.4,11.6,28.7,,1.6,1.3,3.0,0.111,,3.4,0.0,3.4,1.7
26,Dalano Banton\bantoda01,PG,24,BOS,20,144,11.0,0.521,0.286,0.429,9.2,14.9,12.2,10.0,1.4,1.9,15.3,17.6,,0.0,0.2,0.3,0.086,,-4.5,0.4,-4.0,-0.1
27,Dominick Barlow\barlodo01,PF,20,SAS,19,244,13.3,0.502,0.103,0.324,9.5,18.9,14.1,11.0,1.5,3.6,4.9,14.0,,0.2,0.2,0.5,0.089,,-2.4,0.1,-2.4,0.0
28,Harrison Barnes\barneha02,PF,31,SAC,41,1192,10.6,0.622,0.565,0.281,3.1,7.7,5.4,5.6,1.1,0.5,7.9,13.5,,1.4,0.6,2.1,0.083,,-1.3,-1.1,-2.4,-0.1
29,Scottie Barnes\barnesc01,SG,22,TOR,43,1506,19.8,0.574,0.349,0.249,7.0,19.7,13.2,23.9,1.9,3.6,13.0,24.6,,1.8,1.8,3.7,0.116,,3.1,1.2,4.3,2.4
30,RJ Barrett\barrerj01,SG,23,TOT,37,1130,15.4,0.56,0.325,0.332,2.9,15.5,9.2,13.9,0.8,1.0,9.5,25.7,,1.0,1.0,2.0,0.086,,0.0,-1.4,-1.3,0.2
30,RJ Barrett\barrerj01,SG,23,NYK,26,766,14.1,0.536,0.335,0.32,2.8,13.1,8.0,12.6,0.8,1.1,9.6,27.0,,0.4,0.7,1.1,0.07,,-0.6,-1.7,-2.3,-0.1
30,RJ Barrett\barrerj01,SG,23,TOR,11,364,18.0,0.621,0.299,0.364,3.3,20.5,11.7,16.5,0.9,1.0,9.2,23.1,,0.6,0.3,0.9,0.12,,1.5,-0.8,0.7,0.2
31,Charles Bassey\bassech01,C,23,SAS,19,205,17.6,0.739,0.025,0.15,11.8,28.3,19.9,14.0,1.8,7.2,26.0,11.8,,0.3,0.3,0.6,0.148,,-2.0,3.1,1.1,0.2
32,Emoni Bates\batesem01,SF,20,CLE,10,76,3.7,0.348,0.8,0.08,1.5,12.8,7.3,9.9,0.6,2.4,3.7,15.2,,-0.1,0.1,0.0,-0.017,,-5.5,-0.8,-6.2,-0.1
33,Keita Bates-Diop\bateske01,SF,28,PHO,31,494,10.5,0.486,0.427,0.274,5.9,13.4,9.8,7.4,1.9,2.7,4.8,12.8,,0.3,0.5,0.8,0.077,,-2.3,0.1,-2.2,0.0
34,Nicolas Batum\batumni01,PF,35,TOT,30,742,11.8,0.694,0.725,0.117,5.3,11.3,8.3,11.5,1.3,3.0,12.5,8.3,,1.3,0.9,2.2,0.143,,0.3,1.1,1.4,0.6
34,Nicolas Batum\batumni01,PF,35,LAC,3,54,9.8,0.5,0.875,0.0,0.0,14.4,7.4,11.1,2.7,6.8,11.1,7.3,,0.0,0.1,0.1,0.098,,-1.4,4.3,2.9,0.1
34,Nicolas Batum\batumni01,PF,35,PHI,27,688,12.0,0.707,0.714,0.125,5.7,11.1,8.4,11.6,1.2,2.7,12.6,8.4,,1.3,0.8,2.1,0.146,,0.4,0.8,1.3,0.6
35,Bradley Beal\bealbr01,SG,30,PHO,18,576,15.5,0.597,0.275,0.223,2.9,11.5,7.4,19.3,1.3,0.9,12.6,23.3,,0.6,0.4,1.0,0.087,,-0.3,-1.3,-1.6,0.1
36,Malik Beasley\beaslma01,SG,27,MIL,40,1174,11.9,0.664,0.715,0.047,2.5,12.1,7.5,5.9,1.2,0.3,7.1,13.6,,1.7,0.7,2.4,0.098,,0.4,-0.9,-0.5,0.4
37,MarJon Beauchamp\beaucma01,SF,23,MIL,34,534,8.4,0.574,0.459,0.148,4.3,12.6,8.6,6.7,1.0,0.9,14.3,13.3,,0.1,0.3,0.4,0.038,,-2.6,-1.1,-3.6,-0.2
38,Jules Bernard\bernaju01,SG,24,WAS,3,15,-13.9,0.125,0.75,0.0,7.0,0.0,3.6,8.0,0.0,0.0,11.1,25.3,,-0.1,0.0,-0.1,-0.472,,-18.5,-7.9,-26.4,-0.1
39,Dāvis Bertāns\bertada01,PF,31,OKC,12,83,16.5,0.67,0.917,0.625,2.9,10.2,6.8,11.8,1.2,2.3,3.2,16.5,,0.3,0.1,0.4,0.219,,2.7,0.1,2.9,0.1
40,Patrick Beverley\beverpa01,PG,35,PHI,39,723,10.9,0.538,0.491,0.263,4.0,14.0,9.1,17.8,1.4,1.6,14.1,13.4,,0.6,0.9,1.5,0.097,,-1.8,0.5,-1.3,0.1
41,Saddiq Bey\beysa01,SF,24,ATL,42,1364,11.9,0.539,0.532,0.257,8.0,13.6,10.7,5.3,1.4,0.4,7.7,16.0,,1.3,0.5,1.8,0.064,,-0.7,-1.7,-2.5,-0.2
42,Goga Bitadze\bitadgo01,C,24,ORL,38,799,18.5,0.64,0.056,0.382,13.3,22.0,17.6,11.6,1.6,7.0,13.0,12.8,,1.7,1.6,3.3,0.198,,-0.1,3.0,2.9,1.0
43,Onuralp Bitim\bitimon01,SG,24,CHI,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.003,,-7.3,-3.3,-10.6,0.0
44,Bismack Biyombo\biyombi01,C,31,MEM,30,718,9.9,0.56,0.0,0.387,8.4,21.2,14.6,10.0,0.7,4.4,21.4,10.6,,0.1,1.0,1.1,0.072,,-4.8,1.5,-3.3,-0.2
45,Anthony Black\blackan01,PG,20,ORL,40,769,8.7,0.575,0.361,0.316,3.1,11.2,7.1,12.1,1.6,1.8,18.1,12.0,,0.2,1.0,1.2,0.074,,-3.9,1.5,-2.5,-0.1
46,Leaky Black\blackle01,SF,24,CHO,11,59,11.2,0.597,0.3,0.2,3.6,10.0,6.6,9.1,2.5,4.6,15.5,9.4,,0.0,0.0,0.1,0.052,,-2.8,1.1,-1.7,0.0
47,Bogdan Bogdanović\bogdabo01,SG,31,ATL,40,1123,15.4,0.561,0.599,0.137,2.0,10.7,6.2,13.6,2.3,0.7,6.9,23.4,,1.4,0.6,2.0,0.086,,1.1,-0.4,0.6,0.7
48,Bojan Bogdanović\bogdabo02,PF,34,DET,21,706,13.5,0.589,0.483,0.235,2.0,10.4,6.1,12.0,1.4,0.2,12.0,23.8,,0.3,0.1,0.4,0.027,,-0.3,-2.5,-2.8,-0.1
49,Bol Bol\bolbo01,PF,24,PHO,12,86,22.4,0.813,0.217,0.217,12.7,23.0,18.1,10.5,1.7,6.2,19.2,15.7,,0.2,0.1,0.4,0.212,,2.8,2.1,4.9,0.2
50,Marques Bolden\boldema01,C,25,MIL,2,3,3.1,,,,0.0,70.2,36.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.096,,-7.8,2.1,-5.7,0.0
51,Devin Booker\bookede01,PG,27,PHO,33,1187,22.1,0.604,0.292,0.365,2.4,12.6,7.8,35.8,1.2,0.8,11.1,30.3,,3.4,0.9,4.3,0.174,,3.8,-1.4,2.4,1.3
52,Brandon Boston Jr.\bostobr01,SF,22,LAC,8,59,11.7,0.52,0.438,0.188,6.0,9.4,7.7,10.1,0.8,0.0,8.0,27.8,,0.0,0.0,0.1,0.041,,-4.0,-4.3,-8.4,-0.1
53,Chris Boucher\bouchch01,PF,31,TOR,40,569,14.7,0.589,0.444,0.393,8.9,22.7,15.6,4.0,1.1,2.9,8.3,17.1,,0.7,0.6,1.3,0.112,,-1.0,-1.2,-2.2,0.0
54,James Bouknight\bouknja01,SG,23,CHO,10,64,18.5,0.648,0.733,0.067,1.7,14.7,7.8,15.0,0.0,1.4,3.1,21.5,,0.2,0.0,0.2,0.125,,6.8,-1.7,5.1,0.1
55,Jamaree Bouyea\bouyeja01,PG,24,POR,6,57,-4.7,0.238,0.381,0.0,3.7,17.0,9.9,19.5,0.0,0.0,27.6,21.5,,-0.4,0.0,-0.4,-0.299,,-13.1,-4.9,-18.1,-0.2
56,Malaki Branham\branhma01,PG,20,SAS,41,853,8.0,0.507,0.394,0.071,1.5,8.7,5.0,15.4,0.9,0.4,12.8,18.9,,-0.8,0.2,-0.5,-0.03,,-4.2,-2.2,-6.4,-1.0
57,Christian Braun\braunch01,SG,22,DEN,44,844,11.6,0.547,0.31,0.291,4.1,16.3,10.3,10.2,0.9,1.7,9.8,17.2,,0.5,0.9,1.4,0.078,,-2.1,-0.6,-2.7,-0.2
58,Mikal Bridges\bridgmi01,SF,27,BRK,42,1462,16.2,0.569,0.365,0.309,2.7,13.6,8.0,16.4,1.2,1.2,11.1,25.8,,1.3,1.0,2.3,0.076,,0.9,-1.1,-0.2,0.6
59,Miles Bridges\bridgmi02,SF,25,CHO,29,1066,15.1,0.561,0.372,0.178,2.3,20.2,10.8,12.8,1.4,1.3,10.0,24.0,,0.3,0.5,0.8,0.038,,-0.3,-1.2,-1.4,0.1
60,Oshae Brissett\brissos01,SF,25,BOS,26,314,13.7,0.569,0.413,0.475,10.6,16.0,13.4,7.0,1.9,0.6,8.5,14.5,,0.5,0.5,1.0,0.154,,-1.2,0.8,-0.5,0.1
61,Malcolm Brogdon\brogdma01,PG,31,POR,33,902,17.7,0.561,0.409,0.235,2.4,13.2,7.4,31.7,1.2,0.6,8.6,23.3,,1.7,0.5,2.2,0.118,,3.1,-0.6,2.5,1.0
62,Armoni Brooks\brookar01,PG,25,BRK,10,104,8.2,0.448,0.696,0.043,7.0,11.6,9.2,6.6,0.5,0.9,6.0,20.4,,-0.1,0.0,0.0,-0.018,,-2.2,-3.6,-5.8,-0.1
63,Dillon Brooks\brookdi01,SF,28,HOU,33,1038,10.2,0.58,0.44,0.198,2.5,9.5,6.0,7.0,1.6,0.2,11.4,18.3,,0.3,1.1,1.4,0.065,,-3.2,0.3,-2.8,-0.2
64,Bruce Brown\brownbr01,SG-PG,27,TOT,35,1028,12.2,0.571,0.319,0.253,3.1,15.3,9.2,12.0,1.7,0.7,10.4,16.6,,0.9,0.5,1.4,0.066,,-1.7,-0.6,-2.3,-0.1
64,Bruce Brown\brownbr01,SG,27,IND,33,981,12.1,0.568,0.322,0.261,2.9,15.3,9.0,12.4,1.7,0.6,10.5,16.5,,0.9,0.5,1.3,0.065,,-1.6,-0.7,-2.3,-0.1
64,Bruce Brown\brownbr01,PG,27,TOR,2,47,14.8,0.609,0.278,0.111,6.9,16.9,11.8,3.1,2.1,1.9,9.6,19.0,,0.0,0.0,0.1,0.088,,-2.8,-0.1,-2.9,0.0
65,Charlie Brown Jr.\brownch02,SG,26,NYK,3,5,-19.1,0.375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,50.7,,-0.1,0.0,-0.1,-0.723,,-18.2,-16.9,-35.1,0.0
66,Greg Brown III\browngr01,PF,22,DAL,6,40,10.4,0.501,0.273,0.818,8.0,16.6,12.2,13.1,0.0,8.8,21.1,20.1,,0.0,0.0,0.0,-0.006,,-4.8,0.4,-4.4,0.0
67,Jaylen Brown\brownja02,SF,27,BOS,40,1339,17.8,0.576,0.334,0.24,3.0,13.4,8.4,17.4,1.6,1.6,11.4,28.6,,1.1,2.0,3.1,0.111,,0.6,0.2,0.7,0.9
68,Kendall Brown\brownke03,SG,20,IND,3,17,10.8,0.524,0.2,1.2,13.5,0.0,6.8,6.9,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,0.107,,-2.4,-3.6,-6.0,0.0
69,Kobe Brown\brownko01,PF,24,LAC,25,250,6.0,0.492,0.643,0.036,2.8,12.9,8.0,7.5,1.2,1.1,6.6,10.6,,0.1,0.2,0.3,0.054,,-4.4,0.4,-4.0,-0.1
70,Moses Brown\brownmo01,C,24,POR,9,82,12.8,0.395,0.0,0.19,23.0,41.4,31.5,3.5,1.2,3.3,14.9,13.8,,0.0,0.1,0.1,0.045,,-4.9,-2.3,-7.2,-0.1
71,Troy Brown Jr.\browntr01,SF,24,MIN,34,393,11.7,0.607,0.717,0.195,4.4,14.9,10.0,11.6,1.0,0.4,12.8,15.7,,0.4,0.6,1.0,0.12,,-0.2,0.6,0.4,0.2
72,Jalen Brunson\brunsja01,PG,27,NYK,41,1468,21.3,0.595,0.34,0.309,2.0,10.1,6.1,30.2,1.3,0.5,9.9,29.2,,4.1,1.4,5.6,0.182,,4.8,-0.4,4.5,2.4
73,Thomas Bryant\bryanth01,C,26,MIA,22,237,15.0,0.605,0.041,0.274,10.5,23.9,17.1,8.5,1.3,2.0,15.5,18.0,,0.2,0.3,0.6,0.112,,-2.6,-0.3,-3.0,-0.1
74,Kobe Bufkin\bufkiko01,SG,20,ATL,2,4,-10.1,0.129,0.333,0.667,26.2,28.0,27.1,0.0,0.0,0.0,0.0,39.8,,0.0,0.0,0.0,-0.535,,-19.2,-13.1,-32.4,0.0
75,Reggie Bullock\bullore01,SF,32,HOU,17,158,7.3,0.55,0.743,0.029,1.4,14.9,8.2,7.5,0.6,1.2,10.1,10.7,,0.0,0.2,0.2,0.06,,-2.7,-0.2,-2.9,0.0
76,Alec Burks\burksal01,SG,32,DET,35,705,15.6,0.582,0.6,0.328,2.3,11.0,6.5,10.8,1.1,1.0,5.9,24.3,,1.2,0.1,1.3,0.088,,1.8,-2.1,-0.3,0.3
77,Jared Butler\butleja02,SG,23,WAS,17,128,21.2,0.689,0.48,0.3,0.0,9.4,4.6,35.4,2.9,1.3,15.0,21.9,,0.4,0.1,0.4,0.165,,3.2,0.4,3.6,0.2
78,Jimmy Butler\butleji01,PF,34,MIA,28,942,21.2,0.616,0.153,0.599,6.4,10.7,8.5,21.0,1.6,1.0,9.3,24.7,,2.7,1.0,3.8,0.192,,3.4,-0.2,3.2,1.2
79,Jamal Cain\cainja01,PF,24,MIA,14,209,11.6,0.538,0.379,0.288,6.5,9.4,7.9,2.1,2.1,1.9,5.1,16.5,,0.1,0.3,0.4,0.084,,-2.5,0.1,-2.4,0.0
80,Kentavious Caldwell-Pope\caldwke01,SG,30,DEN,42,1362,10.6,0.592,0.482,0.207,1.5,6.4,4.0,9.5,2.2,1.4,10.7,12.8,,1.1,1.4,2.6,0.09,,-2.1,0.8,-1.3,0.2
81,Toumani Camara\camarto01,PF,23,POR,41,1015,8.9,0.502,0.444,0.23,8.1,14.6,11.1,5.5,1.9,1.9,14.8,13.8,,-0.3,0.9,0.6,0.026,,-4.5,-0.1,-4.6,-0.7
82,Clint Capela\capelca01,C,29,ATL,40,1039,20.6,0.599,0.0,0.335,19.2,24.2,21.6,5.3,1.2,5.5,8.8,16.1,,2.5,1.0,3.6,0.166,,0.9,-0.9,0.0,0.5
83,Jevon Carter\carteje01,PG,28,CHI,42,600,8.4,0.489,0.642,0.022,0.9,5.1,3.0,12.4,1.7,1.9,8.9,18.8,,-0.4,0.5,0.1,0.008,,-3.2,-0.5,-3.7,-0.3
84,Wendell Carter Jr.\cartewe01,C,24,ORL,17,420,15.2,0.619,0.341,0.318,8.3,21.9,15.0,9.8,0.8,2.0,12.0,17.0,,0.6,0.6,1.2,0.141,,0.5,0.4,0.9,0.3
85,Alex Caruso\carusal01,SG,29,CHI,37,943,15.2,0.638,0.583,0.216,4.1,11.3,7.6,14.3,2.6,3.6,14.2,15.4,,1.3,1.3,2.6,0.131,,0.6,2.4,2.9,1.2
86,Colin Castleton\castlco01,C,23,LAL,5,32,19.2,0.743,0.0,0.444,14.4,16.6,15.6,13.5,0.0,0.0,8.5,15.8,,0.1,0.0,0.2,0.243,,0.2,-1.9,-1.7,0.0
87,Malcolm Cazalon\cazalma01,SG,22,DET,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.023,,-6.2,-3.3,-9.4,0.0
88,Julian Champagnie\champju02,SF,22,SAS,35,542,11.5,0.589,0.738,0.185,2.7,12.7,7.6,8.4,1.7,3.0,11.7,15.9,,0.2,0.4,0.6,0.053,,-1.4,-0.4,-1.8,0.0
89,Max Christie\chrisma02,SG,20,LAL,34,600,6.9,0.517,0.49,0.181,1.7,15.4,8.8,7.9,1.0,1.3,14.3,14.0,,-0.4,0.6,0.2,0.013,,-4.7,-0.5,-5.2,-0.5
90,Sidy Cissoko\cissosi01,SF,19,SAS,5,32,5.5,0.387,0.667,0.667,0.0,20.5,10.1,0.0,4.4,0.0,11.4,11.5,,-0.1,0.0,0.0,-0.016,,-9.3,0.4,-8.9,-0.1
91,Jordan Clarkson\clarkjo01,SG,31,UTA,34,1032,13.9,0.531,0.369,0.25,4.0,9.5,6.8,25.6,1.1,0.4,14.3,27.5,,0.2,0.4,0.7,0.032,,-0.3,-2.7,-3.0,-0.3
92,Nic Claxton\claxtni01,C,24,BRK,32,929,20.5,0.646,0.007,0.349,11.0,26.5,18.6,8.8,1.1,7.0,10.1,15.8,,2.0,1.4,3.4,0.173,,0.5,1.4,1.9,0.9
93,Noah Clowney\clownno01,PF,19,BRK,2,27,18.5,0.709,0.111,0.222,11.6,8.1,9.9,11.5,0.0,0.0,9.2,17.1,,0.1,0.0,0.1,0.17,,0.2,-3.3,-3.0,0.0
94,Amir Coffey\coffeam01,SF,26,LAC,29,447,9.2,0.672,0.506,0.18,2.9,8.7,5.9,5.4,1.0,0.0,11.1,10.5,,0.5,0.3,0.8,0.089,,-1.9,-0.8,-2.7,-0.1
95,John Collins\collijo01,PF,26,UTA,40,1104,14.7,0.595,0.347,0.228,7.9,21.8,15.0,5.3,1.0,2.4,11.3,19.6,,1.0,1.0,2.1,0.091,,-0.8,-1.1,-1.9,0.0
96,Zach Collins\colliza01,C,26,SAS,33,856,14.0,0.583,0.345,0.253,7.6,16.6,12.1,18.7,1.0,2.4,17.3,21.6,,0.2,0.6,0.8,0.047,,-1.8,-0.5,-2.4,-0.1
97,Mike Conley\conlemi01,PG,36,MIN,41,1196,15.3,0.616,0.646,0.153,1.5,8.7,5.4,30.5,1.6,0.5,10.8,14.9,,2.9,1.7,4.6,0.186,,1.9,1.2,3.1,1.6
98,Pat Connaughton\connapa01,SF,31,MIL,36,783,9.2,0.588,0.72,0.118,3.5,13.0,8.5,9.9,0.9,0.7,10.6,10.2,,0.8,0.4,1.2,0.073,,-1.0,-0.4,-1.4,0.1
99,Bilal Coulibaly\coulibi01,SF,19,WAS,41,1079,9.8,0.575,0.409,0.28,3.3,14.0,8.6,8.7,1.5,2.6,15.6,13.7,,0.0,0.5,0.5,0.021,,-3.1,-0.6,-3.7,-0.5
100,Ricky Council IV\councri01,SG,22,PHI,3,8,-3.9,0.266,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,-0.09,,-11.1,-3.5,-14.6,0.0
101,Robert Covington\covinro01,SF-PF,33,TOT,29,488,13.4,0.58,0.571,0.265,7.1,14.8,11.0,6.1,3.9,3.2,9.1,10.5,,0.6,1.0,1.6,0.154,,-1.0,3.3,2.3,0.5
101,Robert Covington\covinro01,PF,33,LAC,3,69,10.6,0.455,0.889,0.222,3.4,9.6,6.6,11.9,4.3,2.7,0.0,6.2,,0.1,0.1,0.2,0.131,,-2.2,4.3,2.1,0.1
101,Robert Covington\covinro01,SF,33,PHI,26,419,13.9,0.593,0.539,0.27,7.7,15.6,11.7,5.2,3.8,3.3,9.9,11.2,,0.5,0.9,1.4,0.158,,-0.8,3.1,2.3,0.5
102,Torrey Craig\craigto01,SF,33,CHI,27,572,11.2,0.553,0.547,0.165,9.4,15.9,12.6,6.6,1.5,1.8,9.7,12.7,,0.6,0.6,1.2,0.1,,-2.3,-0.1,-2.4,0.0
103,Jae Crowder\crowdja01,PF,33,MIL,11,273,11.5,0.651,0.683,0.222,1.7,13.1,7.6,6.7,1.6,0.9,5.5,11.3,,0.4,0.2,0.6,0.105,,0.5,0.1,0.6,0.2
104,Cade Cunningham\cunnica01,PG,22,DET,36,1241,15.5,0.544,0.292,0.237,1.4,12.1,6.6,33.6,1.3,0.8,15.3,30.2,,0.0,0.3,0.3,0.011,,0.7,-2.3,-1.6,0.1
105,Seth Curry\curryse01,SG,33,DAL,33,424,8.2,0.496,0.561,0.121,3.3,8.9,6.0,7.9,1.9,0.6,9.1,15.3,,-0.1,0.3,0.2,0.027,,-3.3,-0.8,-4.2,-0.2
106,Stephen Curry\curryst01,PG,35,GSW,37,1228,20.5,0.622,0.6,0.301,1.5,12.4,6.9,23.9,1.3,1.1,12.4,31.0,,2.6,0.7,3.4,0.132,,5.9,-1.3,4.6,2.0
107,Dyson Daniels\daniedy01,PG,20,NOP,43,958,11.4,0.51,0.433,0.214,5.1,13.8,9.5,15.4,2.9,1.3,14.0,12.8,,0.4,1.4,1.8,0.091,,-2.1,2.2,0.1,0.5
