Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
225,Jaren Jackson Jr.\jacksja02,C,24,MEM,40,1261,17.9,0.574,0.335,0.382,4.3,15.8,9.9,10.1,1.4,4.8,9.4,28.3,,0.9,1.8,2.6,0.1,,0.2,0.5,0.7,0.8
226,Reggie Jackson\jacksre01,PG,33,DEN,44,1017,13.7,0.557,0.376,0.132,1.8,7.9,4.9,24.8,1.3,0.6,12.6,22.0,,0.8,0.8,1.6,0.077,,-0.4,-1.3,-1.7,0.1
227,Trayce Jackson-Davis\jackstr02,PF,23,GSW,30,433,20.6,0.69,0.0,0.43,12.7,19.7,16.2,10.7,1.2,5.2,13.1,17.0,,1.1,0.5,1.6,0.176,,0.8,0.6,1.4,0.4
228,LeBron James\jamesle01,PF,39,LAL,40,1371,22.8,0.612,0.309,0.313,3.1,19.6,11.7,35.5,1.8,1.5,14.2,29.7,,2.2,1.8,4.0,0.141,,5.2,1.1,6.3,2.9
229,Jaime Jaquez Jr.\jaqueja01,SF,22,MIA,39,1179,13.8,0.6,0.281,0.237,4.7,10.1,7.4,13.9,1.8,0.8,12.8,19.6,,1.0,1.3,2.3,0.096,,-1.5,-0.2,-1.7,0.1
230,DaQuan Jeffries\jeffrda01,SG,26,NYK,10,30,5.0,0.427,0.417,0.167,0.0,18.2,9.2,9.5,0.0,0.0,7.2,19.6,,-0.1,0.0,0.0,-0.043,,-5.2,-1.6,-6.8,0.0
231,Ty Jerome\jeromty01,SG,26,CLE,2,15,7.6,0.5,0.25,0.0,7.5,0.0,3.7,26.9,0.0,0.0,20.0,14.4,,0.0,0.0,0.0,0.049,,-4.4,-0.7,-5.1,0.0
232,Isaiah Joe\joeis01,SG,24,OKC,42,810,13.8,0.631,0.752,0.128,2.2,11.7,7.2,8.0,1.7,1.4,7.7,17.3,,1.1,0.9,2.0,0.118,,1.6,-0.2,1.5,0.7
233,Cameron Johnson\johnsca02,PF,27,BRK,34,972,14.5,0.573,0.546,0.142,4.2,13.3,8.6,13.3,1.3,0.6,6.8,19.3,,1.3,0.6,1.9,0.096,,1.0,-0.8,0.2,0.6
234,Jalen Johnson\johnsja05,SF,22,ATL,28,900,16.5,0.638,0.278,0.234,3.8,24.7,13.9,13.7,1.9,2.2,15.6,17.8,,1.1,0.9,1.9,0.103,,0.4,1.1,1.6,0.8
235,James Johnson\johnsja01,PF,36,IND,5,24,11.5,0.4,0.2,0.0,4.8,14.5,9.6,23.4,7.8,0.0,28.6,12.1,,0.0,0.0,0.0,0.051,,-5.0,4.5,-0.6,0.0
236,Keldon Johnson\johnske04,SF,24,SAS,40,1250,14.5,0.562,0.401,0.284,4.4,16.1,10.1,16.6,1.2,0.6,9.9,22.8,,0.8,0.7,1.5,0.059,,-0.3,-1.5,-1.8,0.0
237,Keon Johnson\johnske07,SG,21,BRK,1,21,16.1,0.615,0.5,0.5,0.0,5.2,2.5,6.6,2.3,4.3,9.3,21.8,,0.0,0.0,0.1,0.123,,0.2,-0.9,-0.7,0.0
238,Keyontae Johnson\johnske08,SF,23,OKC,2,23,0.0,0.333,0.167,0.0,5.2,9.2,7.3,10.3,0.0,0.0,25.0,15.1,,-0.1,0.0,-0.1,-0.127,,-9.3,-2.7,-12.0,-0.1
239,Nikola Jokić\jokicni01,C,28,DEN,43,1443,32.0,0.657,0.165,0.335,10.3,29.0,19.9,43.7,1.7,2.4,12.7,29.4,,6.9,2.5,9.4,0.312,,9.8,4.4,14.2,6.0
240,Colby Jones\jonesco02,SG,21,SAC,15,110,6.9,0.404,0.31,0.071,9.0,12.6,10.7,10.9,1.7,0.8,10.3,18.6,,-0.2,0.1,-0.1,-0.025,,-6.2,-1.0,-7.2,-0.1
241,Damian Jones\jonesda03,C,28,CLE,17,94,7.3,0.539,0.2,0.15,4.8,15.0,10.0,5.5,1.0,2.9,19.0,12.1,,0.0,0.1,0.1,0.047,,-6.4,0.8,-5.5,-0.1
242,Derrick Jones Jr.\jonesde02,SF,26,DAL,40,1041,13.2,0.61,0.521,0.24,5.2,10.6,7.9,5.0,1.6,3.0,9.4,15.6,,1.2,0.9,2.1,0.097,,-0.4,-0.4,-0.8,0.3
243,Herbert Jones\joneshe01,SF,25,NOP,40,1152,13.2,0.607,0.433,0.282,4.4,9.5,7.0,11.4,2.0,3.2,12.0,14.9,,1.4,1.5,2.9,0.12,,-0.7,1.1,0.4,0.7
244,Tre Jones\jonestr01,PG,24,SAS,38,953,14.1,0.572,0.301,0.199,2.9,10.7,6.7,30.0,1.7,0.5,15.0,16.1,,1.2,0.5,1.7,0.084,,-1.2,-0.6,-1.8,0.0
245,Tyus Jones\jonesty01,PG,27,WAS,42,1187,17.2,0.596,0.369,0.065,1.2,9.8,5.5,29.6,2.0,0.9,7.5,17.0,,2.4,0.4,2.7,0.111,,1.6,-0.5,1.1,0.9
246,DeAndre Jordan\jordade01,C,35,DEN,20,251,16.1,0.616,0.0,0.772,15.5,28.7,22.3,9.3,1.0,3.4,19.1,16.3,,0.3,0.4,0.7,0.132,,-1.9,0.1,-1.8,0.0
247,Cory Joseph\josepco01,PG,32,GSW,21,225,3.7,0.352,0.646,0.146,1.9,7.3,4.6,19.7,0.9,1.2,17.7,11.6,,-0.2,0.1,-0.1,-0.03,,-5.9,-0.9,-6.8,-0.3
248,Nikola Jović\jovicni01,PF,20,MIA,17,310,10.6,0.522,0.489,0.227,5.5,23.9,14.6,16.5,1.0,2.2,14.9,16.2,,0.0,0.4,0.4,0.067,,-2.6,1.5,-1.2,0.1
249,Johnny Juzang\juzanjo01,SG,22,UTA,1,4,-11.2,0.0,1.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,20.7,,0.0,0.0,0.0,-0.379,,-13.9,-8.5,-22.4,0.0
250,Luke Kennard\kennalu01,SG,27,MEM,19,453,13.4,0.627,0.768,0.127,1.9,12.8,7.1,17.5,1.0,0.2,8.5,15.5,,0.8,0.4,1.1,0.12,,0.8,-0.2,0.7,0.3
251,Walker Kessler\kesslwa01,C,22,UTA,36,863,18.0,0.647,0.075,0.258,12.4,22.7,17.6,4.7,1.1,10.0,13.8,13.2,,1.2,1.3,2.5,0.139,,-0.6,1.9,1.3,0.7
252,Braxton Key\keybr01,SF,26,DEN,13,44,13.7,0.463,0.286,0.357,5.2,19.8,12.7,22.5,2.2,0.0,5.8,17.0,,0.0,0.1,0.1,0.119,,-1.4,0.8,-0.6,0.0
253,Corey Kispert\kispeco01,SF,24,WAS,41,891,12.5,0.62,0.629,0.229,1.7,9.3,5.4,9.5,0.6,0.6,9.7,19.9,,0.7,0.0,0.7,0.039,,-0.3,-2.7,-3.0,-0.2
254,Maxi Kleber\klebima01,C,32,DAL,8,142,7.1,0.479,0.64,0.48,4.5,17.9,11.1,12.7,0.7,3.1,18.8,11.1,,0.0,0.1,0.1,0.039,,-4.0,0.7,-3.3,0.0
255,Kevin Knox\knoxke01,SF,24,DET,24,462,11.3,0.596,0.522,0.121,3.5,11.0,7.2,5.8,1.1,1.2,8.8,16.5,,0.3,0.1,0.4,0.045,,-1.5,-1.9,-3.4,-0.2
256,John Konchar\konchjo01,SF,27,MEM,33,554,10.3,0.472,0.644,0.109,5.9,19.3,12.4,11.9,2.0,4.0,13.1,9.4,,0.1,0.9,1.0,0.084,,-3.0,2.2,-0.8,0.2
257,Furkan Korkmaz\korkmfu01,SG,26,PHI,26,171,7.3,0.486,0.477,0.227,0.7,8.3,4.5,9.0,3.1,0.0,14.2,14.0,,-0.1,0.2,0.1,0.026,,-5.0,1.6,-3.4,-0.1
258,Luke Kornet\kornelu01,C,28,BOS,30,444,19.2,0.734,0.0,0.264,13.7,13.4,13.5,8.2,1.4,6.2,11.3,11.1,,1.4,0.8,2.2,0.235,,1.3,2.6,3.8,0.7
259,Jonathan Kuminga\kuminjo01,PF,21,GSW,39,902,15.4,0.59,0.262,0.378,5.4,14.8,10.1,10.0,1.2,1.3,11.1,23.5,,0.9,0.6,1.5,0.081,,-0.5,-1.1,-1.6,0.1
260,Kyle Kuzma\kuzmaky01,PF,28,WAS,42,1313,16.1,0.542,0.357,0.172,3.5,18.6,10.9,21.8,0.7,1.6,11.5,30.6,,-0.5,0.4,-0.1,-0.003,,0.6,-2.3,-1.8,0.1
261,Jock Landale\landajo01,C,28,HOU,24,215,8.7,0.42,0.321,0.226,12.6,9.9,11.3,6.7,1.4,4.0,13.4,13.5,,-0.1,0.3,0.2,0.04,,-4.5,-0.1,-4.6,-0.1
262,Jake LaRavia\laravja01,PF,22,MEM,11,122,4.9,0.447,0.558,0.093,6.1,8.4,7.2,7.3,0.4,0.8,8.2,17.1,,-0.1,0.1,0.0,-0.019,,-6.8,-1.8,-8.6,-0.2
263,Zach LaVine\lavinza01,SG,28,CHI,25,872,15.2,0.578,0.449,0.274,1.0,15.8,8.2,17.3,1.2,0.9,11.0,23.8,,0.7,0.8,1.6,0.086,,0.6,-0.5,0.1,0.5
264,A.J. Lawson\lawsoaj01,SG,23,DAL,19,189,12.8,0.579,0.5,0.227,5.1,9.4,7.2,7.3,2.3,0.9,11.0,18.3,,0.1,0.2,0.3,0.072,,-2.1,-1.0,-3.1,-0.1
265,Saben Lee\leesa01,PG,24,PHO,10,69,16.6,0.548,0.211,0.895,8.8,8.0,8.3,21.4,2.1,3.9,13.1,19.1,,0.1,0.1,0.2,0.134,,0.2,0.7,0.8,0.0
266,Alex Len\lenal01,C,30,SAC,17,149,15.5,0.599,0.069,0.345,16.9,25.6,21.1,16.4,1.0,4.8,24.8,12.6,,0.2,0.2,0.4,0.129,,-1.9,1.6,-0.3,0.1
267,Kawhi Leonard\leonaka01,SF,32,LAC,37,1280,22.9,0.627,0.304,0.258,3.5,16.0,9.9,16.4,2.3,2.2,7.8,25.8,,3.5,1.7,5.2,0.196,,4.7,1.0,5.6,2.5
268,Caris LeVert\leverca01,SG,29,CLE,31,894,14.8,0.53,0.418,0.249,1.9,11.5,6.8,21.1,1.7,1.2,9.3,24.8,,0.5,1.2,1.7,0.093,,-0.3,0.3,0.0,0.4
269,Kira Lewis Jr.\lewiski01,PG,22,NOP,15,144,5.7,0.387,0.385,0.212,3.1,7.6,5.4,16.2,1.7,0.7,12.3,19.3,,-0.3,0.1,-0.1,-0.045,,-6.3,-1.0,-7.3,-0.2
270,Maxwell Lewis\lewisma05,SF,21,LAL,14,60,-3.5,0.167,0.333,0.0,1.9,3.5,2.8,5.8,1.6,0.0,35.7,10.1,,-0.2,0.0,-0.2,-0.158,,-9.7,-2.4,-12.0,-0.2
271,E.J. Liddell\liddeej01,PF,23,NOP,6,17,0.7,0.34,0.8,0.4,0.0,19.4,9.8,7.1,0.0,11.6,25.4,19.9,,-0.1,0.0,-0.1,-0.155,,-10.4,1.4,-9.1,0.0
272,Damian Lillard\lillada01,PG,33,MIL,39,1374,21.1,0.608,0.493,0.46,1.7,11.3,6.7,27.3,1.4,0.4,10.4,28.1,,4.0,0.8,4.8,0.169,,4.1,-1.5,2.6,1.6
273,Nassir Little\littlna01,SF,23,PHO,25,368,11.0,0.604,0.548,0.215,4.6,13.7,9.4,5.9,1.3,1.9,10.5,13.4,,0.3,0.3,0.7,0.088,,-1.9,-0.5,-2.4,0.0
274,Dereck Lively II\livelde01,C,19,DAL,31,786,17.1,0.726,0.012,0.259,12.2,21.6,16.8,7.0,1.2,4.7,16.3,12.2,,1.7,1.0,2.7,0.166,,-0.8,0.3,-0.5,0.3
275,Isaiah Livers\liveris01,PF,25,DET,23,469,5.1,0.46,0.664,0.155,3.5,8.1,5.7,6.8,1.3,0.9,11.4,12.5,,-0.3,0.1,-0.2,-0.025,,-5.0,-1.6,-6.6,-0.5
276,Chris Livingston\livinch01,SF,20,MIL,12,58,10.6,0.66,0.083,0.167,3.9,18.2,11.3,8.5,1.6,0.0,18.9,11.6,,0.0,0.0,0.1,0.08,,-3.1,-0.7,-3.8,0.0
277,Kenneth Lofton Jr.\loftoke01,PF,21,TOT,16,103,6.6,0.428,0.256,0.385,2.1,16.4,9.1,20.4,1.4,2.7,14.9,22.3,,-0.2,0.1,-0.1,-0.052,,-6.7,0.3,-6.3,-0.1
277,Kenneth Lofton Jr.\loftoke01,PF,21,MEM,15,99,8.4,0.447,0.27,0.405,2.1,14.9,8.3,21.3,1.5,2.8,12.1,21.4,,-0.1,0.1,0.0,-0.01,,-5.3,0.8,-4.6,-0.1
277,Kenneth Lofton Jr.\loftoke01,PF,21,PHI,1,4,-37.1,0.0,0.0,0.0,0.0,54.6,27.6,0.0,0.0,0.0,50.0,42.6,,-0.1,0.0,-0.1,-1.1,,-39.2,-11.3,-50.5,0.0
278,Kevon Looney\looneke01,C,27,GSW,40,818,15.9,0.643,0.0,0.355,13.8,24.0,18.9,15.5,1.2,1.3,14.2,10.5,,2.0,0.8,2.8,0.166,,0.1,1.0,1.2,0.6
279,Brook Lopez\lopezbr01,C,35,MIL,42,1321,15.0,0.595,0.496,0.183,5.2,13.0,9.2,6.6,0.9,7.4,7.3,15.7,,1.7,1.4,3.1,0.113,,0.0,1.0,1.0,1.0
280,Robin Lopez\lopezro01,C,35,MIL,11,32,9.9,0.635,0.714,0.286,3.6,6.6,5.1,11.2,0.0,2.5,11.3,11.7,,0.1,0.0,0.1,0.094,,-1.4,-1.6,-3.0,0.0
281,Kevin Love\loveke01,PF,35,MIA,33,618,19.0,0.605,0.683,0.365,7.1,33.7,20.3,20.0,1.0,0.8,9.2,21.0,,1.4,1.0,2.4,0.184,,3.3,0.8,4.1,1.0
282,Kyle Lowry\lowryky01,PG,37,MIA,37,1037,10.8,0.582,0.665,0.174,2.7,11.6,7.1,19.6,1.9,1.4,16.9,13.3,,0.7,1.3,2.0,0.092,,-2.0,1.1,-0.9,0.3
283,Seth Lundy\lundyse01,SF,23,ATL,8,49,0.4,0.394,0.813,0.25,2.1,9.1,5.5,0.0,0.0,0.0,5.3,15.7,,-0.1,0.0,-0.1,-0.081,,-7.4,-5.1,-12.5,-0.1
284,Trey Lyles\lylestr01,PF,28,SAC,27,552,11.0,0.599,0.746,0.225,5.0,22.0,13.2,8.3,0.3,1.3,9.3,13.2,,0.6,0.4,1.0,0.09,,-0.6,-0.7,-1.4,0.1
285,Théo Maledon\maledth01,PG,22,CHO,13,200,3.9,0.379,0.455,0.182,2.1,11.2,6.4,18.7,1.7,0.0,17.4,18.6,,-0.5,0.1,-0.5,-0.109,,-7.9,-2.0,-9.9,-0.4
286,Sandro Mamukelashvili\mamuksa01,C,24,SAS,24,171,14.4,0.508,0.554,0.286,9.9,21.1,15.4,19.7,1.1,4.1,11.3,17.4,,0.1,0.2,0.3,0.084,,-1.2,0.3,-0.8,0.1
287,Terance Mann\mannte01,SG,27,LAC,35,879,9.7,0.536,0.489,0.172,5.5,9.1,7.3,9.3,1.2,1.1,8.5,12.9,,0.7,0.7,1.4,0.078,,-1.9,-0.4,-2.3,-0.1
288,Tre Mann\manntr01,PG,22,OKC,13,119,14.2,0.606,0.475,0.025,4.0,17.8,11.3,22.1,1.2,0.0,18.2,18.0,,0.1,0.1,0.2,0.098,,0.5,-0.3,0.1,0.1
289,Boban Marjanović\marjabo01,C,35,HOU,6,37,12.4,0.371,0.111,0.111,14.7,28.9,21.8,16.4,0.0,2.6,0.0,22.0,,0.0,0.1,0.0,0.032,,-3.2,-2.0,-5.2,0.0
290,Lauri Markkanen\markkla01,PF,26,UTA,34,1111,23.5,0.648,0.498,0.35,8.2,21.2,14.8,9.0,1.3,1.7,5.8,25.0,,3.8,1.0,4.9,0.211,,6.2,-0.9,5.3,2.0
291,Naji Marshall\marshna01,SF,26,NOP,34,630,13.9,0.581,0.401,0.312,6.4,15.2,10.8,14.2,1.7,0.9,13.5,18.1,,0.7,0.8,1.4,0.11,,-0.7,-0.3,-1.0,0.2
292,Caleb Martin\martica02,SF,28,MIA,26,696,11.6,0.542,0.336,0.194,5.0,15.8,10.3,12.9,1.4,1.0,11.6,18.1,,0.1,0.8,1.0,0.066,,-2.0,-0.3,-2.3,-0.1
293,Cody Martin\martico01,SF,28,CHO,11,286,9.1,0.435,0.432,0.148,4.4,9.5,6.8,12.7,2.9,3.5,13.1,15.0,,-0.3,0.2,-0.1,-0.013,,-4.3,1.3,-3.0,-0.1
294,KJ Martin\martike04,SF,23,TOT,27,178,7.8,0.496,0.182,0.227,3.8,8.6,6.2,8.8,2.7,0.5,11.0,13.1,,0.0,0.2,0.2,0.055,,-6.0,1.0,-5.0,-0.1
294,KJ Martin\martike04,SF,23,LAC,2,31,6.9,0.46,0.5,0.2,3.8,7.1,5.5,4.2,3.2,3.0,15.5,18.1,,-0.1,0.0,0.0,-0.026,,-6.9,0.5,-6.4,0.0
294,KJ Martin\martike04,SF,23,PHI,25,147,8.0,0.506,0.088,0.235,3.8,8.9,6.4,9.8,2.6,0.0,9.6,12.0,,0.0,0.2,0.2,0.072,,-5.8,1.1,-4.7,-0.1
295,Garrison Mathews\mathega01,SG,27,ATL,28,346,7.7,0.688,0.942,0.072,2.1,9.4,5.6,5.4,1.1,0.8,14.4,9.9,,0.3,0.1,0.4,0.052,,-2.2,-0.7,-2.9,-0.1
296,Bennedict Mathurin\mathube01,SF,21,IND,43,1095,13.0,0.568,0.323,0.321,4.7,12.1,8.4,9.8,1.0,0.6,11.2,23.0,,0.7,0.3,0.9,0.04,,-1.1,-2.6,-3.6,-0.5
297,Wesley Matthews\matthwe02,SG,37,ATL,19,213,4.8,0.422,0.769,0.487,2.0,11.6,6.6,6.7,2.0,1.6,11.2,10.3,,-0.1,0.1,0.0,0.001,,-5.9,0.1,-5.7,-0.2
298,Tyrese Maxey\maxeyty01,PG,23,PHI,40,1503,20.4,0.579,0.419,0.293,1.7,8.9,5.4,27.6,1.4,1.3,6.6,27.2,,3.9,1.6,5.5,0.177,,4.6,-0.7,3.8,2.2
299,Skylar Mays\mayssk01,PG-SG,26,TOT,24,382,12.6,0.473,0.345,0.115,2.8,9.2,5.7,31.4,2.0,0.7,10.4,19.2,,0.1,0.3,0.4,0.044,,-1.7,-0.4,-2.1,0.0
299,Skylar Mays\mayssk01,PG,26,POR,21,356,11.9,0.457,0.355,0.123,2.6,9.5,5.8,31.9,1.9,0.8,11.0,19.4,,0.0,0.2,0.2,0.029,,-2.0,-0.6,-2.6,-0.1
299,Skylar Mays\mayssk01,SG,26,LAL,3,26,22.0,0.7,0.2,0.0,4.4,4.1,4.3,23.7,3.7,0.0,0.0,16.6,,0.1,0.0,0.1,0.249,,3.0,2.5,5.5,0.1
300,Miles McBride\mcbrimi01,PG,23,NYK,30,282,13.0,0.594,0.619,0.095,1.6,6.6,4.1,13.7,2.1,0.7,8.4,17.9,,0.4,0.3,0.7,0.125,,-0.4,1.1,0.7,0.2
301,CJ McCollum\mccolcj01,PG,32,NOP,29,929,19.4,0.604,0.527,0.176,2.2,12.7,7.4,23.7,1.8,2.5,8.4,23.6,,2.0,1.2,3.2,0.163,,4.2,0.7,4.8,1.6
302,T.J. McConnell\mccontj01,PG,31,IND,35,583,19.0,0.549,0.069,0.18,3.5,14.5,9.0,42.2,3.0,0.5,16.6,21.4,,1.0,0.5,1.4,0.118,,1.4,0.1,1.5,0.5
303,Jaden McDaniels\mcdanja02,SF,23,MIN,32,905,10.0,0.606,0.369,0.1,2.7,6.9,5.0,6.3,1.5,1.7,12.1,16.1,,0.3,1.3,1.6,0.086,,-2.8,0.8,-1.9,0.0
304,Jalen McDaniels\mcdanja01,SF,26,TOR,27,245,6.1,0.419,0.494,0.225,3.1,12.0,7.4,7.4,2.0,1.1,7.6,18.5,,-0.4,0.2,-0.2,-0.032,,-6.5,-0.8,-7.3,-0.3
305,Doug McDermott\mcderdo01,SF,32,SAS,37,567,9.8,0.637,0.802,0.09,0.7,6.2,3.4,11.2,0.8,0.3,9.4,14.2,,0.5,0.1,0.6,0.051,,-1.1,-1.7,-2.8,-0.1
306,JaVale McGee\mcgeeja01,C,36,SAC,32,259,18.8,0.644,0.021,0.4,13.5,28.1,20.6,8.1,1.3,6.3,21.7,23.4,,0.1,0.4,0.5,0.091,,-2.2,0.6,-1.7,0.0
307,Bryce McGowens\mcgowbr01,SG,21,CHO,33,564,7.5,0.566,0.493,0.276,2.3,9.8,5.8,7.4,0.8,0.5,11.7,13.0,,0.1,0.0,0.2,0.013,,-4.4,-1.7,-6.1,-0.6
308,Jordan McLaughlin\mclaujo01,PG,27,MIN,21,179,15.3,0.504,0.563,0.125,4.1,8.3,6.4,27.0,4.4,1.9,10.6,13.9,,0.2,0.4,0.6,0.166,,1.0,5.1,6.1,0.4
309,De'Anthony Melton\meltode01,SG,25,PHI,33,959,13.2,0.54,0.588,0.229,3.1,11.9,7.6,14.7,2.7,1.4,9.5,17.7,,0.7,1.4,2.2,0.109,,-0.7,1.2,0.6,0.6
310,Nathan Mensah\mensana01,C,25,CHO,16,231,4.6,0.495,0.0,0.545,10.1,15.3,12.5,3.8,0.8,3.9,32.3,7.5,,-0.1,0.1,0.0,0.002,,-9.2,-0.3,-9.5,-0.4
311,Sam Merrill\merrisa01,SG,27,CLE,25,390,15.0,0.598,0.848,0.055,3.5,11.7,7.6,15.3,1.0,0.2,4.5,19.6,,0.8,0.4,1.3,0.155,,2.2,-0.3,1.9,0.4
312,Chimezie Metu\metuch01,C,26,PHO,32,415,14.5,0.626,0.411,0.347,6.4,20.1,13.6,5.8,2.1,1.9,14.4,17.4,,0.4,0.5,1.0,0.11,,-1.3,0.1,-1.2,0.1
313,Vasilije Micić\micicva01,PG,30,OKC,22,265,9.8,0.508,0.5,0.157,0.4,6.0,3.4,26.3,1.4,1.1,15.8,14.5,,0.1,0.2,0.4,0.065,,-2.9,-0.8,-3.7,-0.1
314,Khris Middleton\middlkh01,SF,32,MIL,36,920,16.6,0.583,0.394,0.182,2.6,15.1,9.1,27.6,1.5,1.0,14.8,23.9,,1.1,0.7,1.8,0.094,,0.8,-0.6,0.2,0.5
315,Brandon Miller\millebr02,SF,21,CHO,34,1037,10.9,0.531,0.432,0.162,3.2,11.8,7.3,10.8,1.1,1.4,10.8,21.6,,-0.3,0.2,-0.1,-0.004,,-2.3,-2.1,-4.4,-0.6
316,Jordan Miller\millejo02,SF,24,LAC,4,16,12.2,0.7,0.2,0.0,14.7,6.9,10.7,0.0,0.0,0.0,16.7,16.3,,0.0,0.0,0.0,0.084,,-1.0,-4.5,-5.5,0.0
317,Leonard Miller\millele01,SF,20,MIN,5,19,25.9,0.722,0.333,0.0,0.0,50.4,27.0,9.8,2.6,4.6,10.0,23.1,,0.0,0.1,0.1,0.231,,1.7,6.5,8.2,0.0
318,Dariq Whitehead\whiteda01,SF,19,BRK,2,24,4.9,0.255,0.6,0.4,0.0,18.3,8.9,15.1,0.0,3.8,0.0,10.4,,0.0,0.0,0.0,-0.031,,-5.7,-2.3,-8.0,0.0
319,Patty Mills\millspa02,PG,35,ATL,11,116,8.1,0.654,0.731,0.0,1.8,8.7,5.1,7.6,1.6,0.7,13.3,10.6,,0.1,0.0,0.1,0.061,,-3.1,0.6,-2.4,0.0
320,Shake Milton\miltosh01,SG,27,MIN,33,431,8.3,0.508,0.353,0.317,1.4,9.6,5.8,13.5,1.6,0.8,14.1,18.8,,-0.3,0.7,0.4,0.043,,-4.8,0.7,-4.1,-0.2
321,Justin Minaya\minayju01,SF,24,POR,11,93,7.3,0.458,0.588,0.353,5.6,7.8,6.6,5.8,1.6,3.9,9.2,9.8,,0.0,0.1,0.1,0.03,,-3.9,0.0,-3.9,0.0
322,Josh Minott\minotjo01,SF,21,MIN,15,46,15.8,0.558,0.278,0.667,2.7,4.6,3.7,9.6,1.1,5.7,4.1,23.2,,0.1,0.1,0.2,0.158,,-1.9,1.2,-0.8,0.0
323,Davion Mitchell\mitchda01,PG,25,SAC,31,374,6.1,0.451,0.509,0.134,1.2,7.4,4.2,18.4,0.8,0.5,11.9,15.3,,-0.2,0.2,0.0,0.0,,-5.1,-1.2,-6.3,-0.4
324,Donovan Mitchell\mitchdo01,SG,27,CLE,31,1103,23.0,0.589,0.426,0.296,3.4,13.4,8.5,27.2,2.6,1.1,10.2,31.9,,2.3,1.8,4.2,0.182,,5.1,1.6,6.7,2.4
325,Evan Mobley\mobleev01,PF,22,CLE,21,705,18.0,0.607,0.04,0.262,8.9,25.2,17.2,12.8,1.2,4.4,14.8,19.8,,0.8,1.4,2.2,0.147,,-0.5,2.0,1.5,0.6
326,Isaiah Mobley\mobleis01,PF,24,CLE,3,14,16.0,0.625,0.5,0.0,0.0,15.5,7.9,38.9,3.5,0.0,20.0,15.4,,0.0,0.0,0.1,0.187,,0.6,4.5,5.1,0.0
327,Malik Monk\monkma01,SG,25,SAC,40,1042,16.3,0.578,0.55,0.239,1.6,10.1,5.7,29.9,1.2,2.4,13.8,24.7,,1.3,0.8,2.1,0.097,,2.5,-0.8,1.7,0.9
328,Moses Moody\moodymo01,SG,21,GSW,34,611,14.8,0.601,0.477,0.257,6.7,12.0,9.3,6.6,1.8,1.5,8.9,18.6,,0.9,0.5,1.3,0.104,,0.6,-0.2,0.5,0.4
329,Xavier Moon\moonxa01,SG,29,LAC,2,12,6.9,0.5,0.5,0.0,0.0,18.5,9.5,30.9,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,0.027,,-3.5,1.0,-2.4,0.0
330,Taze Moore\mooreta02,SG,25,POR,1,4,17.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,21.1,,0.0,0.0,0.0,0.117,,-7.2,7.8,0.6,0.0
331,Wendell Moore Jr.\moorewe01,SG,22,MIN,10,30,8.3,0.6,0.4,0.0,0.0,10.6,5.7,4.4,4.9,2.9,28.6,10.2,,0.0,0.1,0.0,0.065,,-6.2,5.3,-0.9,0.0
332,Ja Morant\moranja01,PG,24,MEM,9,318,20.5,0.57,0.3,0.376,2.0,15.7,8.6,41.4,1.1,1.5,12.0,30.3,,0.5,0.3,0.8,0.123,,2.7,0.4,3.0,0.4
333,Marcus Morris\morrima03,PF,34,PHI,33,539,11.0,0.572,0.461,0.192,3.7,15.6,9.7,5.8,1.0,1.6,6.7,15.3,,0.5,0.7,1.1,0.102,,-1.7,-0.8,-2.5,-0.1
334,Markieff Morris\morrima02,PF,34,DAL,16,150,5.4,0.431,0.596,0.085,2.8,17.7,10.1,9.3,1.6,0.6,15.6,16.3,,-0.3,0.1,-0.1,-0.038,,-5.0,-1.4,-6.4,-0.2
335,Trey Murphy III\murphtr02,SF,23,NOP,19,486,15.7,0.602,0.695,0.251,1.8,13.8,7.9,10.9,1.5,1.4,5.0,19.3,,0.9,0.5,1.4,0.141,,2.0,-0.5,1.6,0.4
336,Dejounte Murray\murrade01,SG,27,ATL,42,1456,16.8,0.565,0.348,0.169,2.0,13.5,7.6,21.8,1.9,0.7,10.5,24.6,,1.7,0.7,2.5,0.082,,1.4,-0.8,0.6,1.0
337,Jamal Murray\murraja01,PG,26,DEN,30,934,20.6,0.584,0.345,0.194,2.1,11.4,6.9,31.1,1.3,1.8,9.6,27.6,,2.0,1.0,3.0,0.153,,4.4,-0.5,4.0,1.4
338,Keegan Murray\murrake02,SF,23,SAC,37,1214,14.2,0.581,0.498,0.134,4.6,14.6,9.5,6.9,1.7,1.5,6.0,19.1,,1.3,1.2,2.4,0.097,,-0.3,-0.7,-1.0,0.3
339,Kris Murray\murrakr01,SF,23,POR,26,321,10.0,0.501,0.511,0.125,5.9,11.3,8.4,7.1,3.0,1.1,12.3,13.9,,-0.1,0.3,0.2,0.037,,-3.2,0.8,-2.5,0.0
